id,Isolate,Species,Cohort,Region,Country,Year,Description,sample_accession_number,Classification,Cluster,sul2,aph(3'')-Ib,aph(6)-Id,tet(B),catA2,aph(6)-Id*,aph(3'')-Ib*,blaBRO-1,blaBRO-2,blaBRO-1*,blaBRO-1^,blaBRO-2*,AG261,AB778,AC411
46321_1#319_fa,PCV-C-0910-2,Moraxella catarrhalis,Siem Reap,Ankor,Cambodia,2019,Single isolate,ERS12035727,Seroresistant,Seroresistant_301,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_2#113_fa,PCV-C-1606-3,Moraxella catarrhalis,Siem Reap,Ankor,Cambodia,2019,Single isolate,ERS12035870,Seroresistant,Seroresistant_4,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46358_2#356_fa,PCV-C-0157-2,Moraxella catarrhalis,Siem Reap,Ankor,Cambodia,2019,Single isolate,ERS12036425,Atypical 1,Atypical_1,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent
46736_1#252_fa,MCAT14445SOL,Moraxella catarrhalis,Hampshire (late),Hampshire,United Kingdom,2020,Single isolate,ERS14308311,Seroresistant,Seroresistant_31,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_1#275_fa,PCV-C-1387-3,Moraxella catarrhalis,Siem Reap,Ankor,Cambodia,2019,Single isolate,ERS12035696,Seroresistant,Seroresistant_27,Present,Present,Present,Present,Present,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Present
46358_2#45_fa,PCV-C-0472-2,Moraxella catarrhalis,Siem Reap,Ankor,Cambodia,2019,Single isolate,ERS12036102,Seroresistant,Seroresistant_6,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_2#322_fa,PCV-C-0560-2,Moraxella catarrhalis,Siem Reap,Ankor,Cambodia,2019,Single isolate,ERS12119069,Seroresistant,Seroresistant_70,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_2#85_fa,PCV-C-0464-3,Moraxella catarrhalis,Siem Reap,Ankor,Cambodia,2019,Single isolate,ERS12035864,Seroresistant,Seroresistant_4,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent,Absent
46472_2#192_fa,PCV-C-0133-2,Moraxella catarrhalis,Siem Reap,Ankor,Cambodia,2019,Single isolate,ERS12035817,Serosensitive,Serosensitive_93,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
47195_1#290_fa,MCAT4099UHS,Moraxella catarrhalis,Hampshire (early),Hampshire,United Kingdom,2010,Single isolate,ERS14747807,Seroresistant,Seroresistant_131,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46472_2#189_fa,09B01688_Mcat,Moraxella catarrhalis,Maela,Maela,Thailand,2009,Single isolate,ERS12035608,Seroresistant,Seroresistant_272,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent,Absent
46472_2#154_fa,PCV-C-0600-2,Moraxella catarrhalis,Siem Reap,Ankor,Cambodia,2019,Single isolate,ERS12035801,Seroresistant,Seroresistant_1,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_2#254_fa,PCV-C-1078-3,Moraxella catarrhalis,Siem Reap,Ankor,Cambodia,2019,Single isolate,ERS12036024,Seroresistant,Seroresistant_66,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_2#309_fa,PCV-C-0533-3,Moraxella catarrhalis,Siem Reap,Ankor,Cambodia,2019,Single isolate,ERS12035927,Seroresistant,Seroresistant_113,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
47195_1#40_fa,MCAT4230UHS,Moraxella catarrhalis,Hampshire (early),Hampshire,United Kingdom,2010,Single isolate,ERS14747840,Seroresistant,Seroresistant_10,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Present,Absent
46358_2#292_fa,PCV-C-0799-2,Moraxella catarrhalis,Siem Reap,Ankor,Cambodia,2019,Single isolate,ERS12036396,Serosensitive,Serosensitive_49,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent
47195_1#113_fa,MCAT3131UHS,Moraxella catarrhalis,Hampshire (early),Hampshire,United Kingdom,2009,Single isolate,ERS14747722,Seroresistant,Seroresistant_22,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46472_2#18_fa,PCV-C-1485-2,Moraxella catarrhalis,Siem Reap,Ankor,Cambodia,2019,Single isolate,ERS12035726,Seroresistant,Seroresistant_146,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent,Absent
46472_2#58_fa,PCV-C-0423-2,Moraxella catarrhalis,Siem Reap,Ankor,Cambodia,2019,Single isolate,ERS12035747,Seroresistant,Seroresistant_266,Absent,Absent,Absent,Present,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
47195_1#169_fa,MCAT3266UHS,Moraxella catarrhalis,Hampshire (early),Hampshire,United Kingdom,2009,Single isolate,ERS14747770,Seroresistant,Seroresistant_31,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_1#213_fa,10B00036_Mcat,Moraxella catarrhalis,Maela,Maela,Thailand,2010,Single isolate,ERS12035672,Seroresistant,Seroresistant_201,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_2#197_fa,PCV-C-1408-2,Moraxella catarrhalis,Siem Reap,Ankor,Cambodia,2019,Single isolate,ERS12036285,Seroresistant,Seroresistant_3,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent
47195_1#234_fa,MCAT5034UHS,Moraxella catarrhalis,Hampshire (early),Hampshire,United Kingdom,2011,Single isolate,ERS14747898,Seroresistant,Seroresistant_76,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
47195_1#313_fa,MCAT5194UHS,Moraxella catarrhalis,Hampshire (early),Hampshire,United Kingdom,2011,Single isolate,ERS14747932,Serosensitive,Serosensitive_46,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent
47195_1#53_fa,MCAT5285UHS,Moraxella catarrhalis,Hampshire (early),Hampshire,United Kingdom,2011,Single isolate,ERS14747959,Serosensitive,Serosensitive_1,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46358_2#269_fa,PCV-C-1789-3,Moraxella catarrhalis,Siem Reap,Ankor,Cambodia,2019,Single isolate,ERS12036206,Seroresistant,Seroresistant_4,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46736_1#153_fa,MCAT13307SOL,Moraxella catarrhalis,Hampshire (late),Hampshire,United Kingdom,2019,Single isolate,ERS14308116,Serosensitive,Serosensitive_9,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46358_2#328_fa,PCV-C-0103-2,Moraxella catarrhalis,Siem Reap,Ankor,Cambodia,2019,Single isolate,ERS12036414,Seroresistant,Seroresistant_1,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
47195_1#179_fa,MCAT5025UHS,Moraxella catarrhalis,Hampshire (early),Hampshire,United Kingdom,2011,Single isolate,ERS14747896,Serosensitive,Serosensitive_84,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent
46872_1#67_fa,MCAT13425SOL,Moraxella catarrhalis,Hampshire (late),Hampshire,United Kingdom,2019,Single isolate,ERS14308147,Seroresistant,Seroresistant_50,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
47195_1#329_fa,MCAT5212UHS,Moraxella catarrhalis,Hampshire (early),Hampshire,United Kingdom,2011,Single isolate,ERS14747939,Seroresistant,Seroresistant_77,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_2#299_fa,PCV-C-0288-2,Moraxella catarrhalis,Siem Reap,Ankor,Cambodia,2019,Single isolate,ERS12036355,Seroresistant,Seroresistant_187,Absent,Absent,Absent,Present,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Present,Absent
46358_2#201_fa,PCV-C-1733-3,Moraxella catarrhalis,Siem Reap,Ankor,Cambodia,2019,Single isolate,ERS12036190,Seroresistant,Seroresistant_89,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46472_2#214_fa,PCV-C-0433-2,Moraxella catarrhalis,Siem Reap,Ankor,Cambodia,2019,Single isolate,ERS12035820,Serosensitive,Serosensitive_50,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46358_2#271_fa,PCV-C-0229-3,Moraxella catarrhalis,Siem Reap,Ankor,Cambodia,2019,Single isolate,ERS12036208,Serosensitive,Serosensitive_102,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46472_2#282_fa,PCV-C-0007-3,Moraxella catarrhalis,Siem Reap,Ankor,Cambodia,2019,Single isolate,ERS12035835,Seroresistant,Seroresistant_12,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
47195_1#165_fa,MCAT3263UHS,Moraxella catarrhalis,Hampshire (early),Hampshire,United Kingdom,2009,Single isolate,ERS14747768,Seroresistant,Seroresistant_14,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_1#219_fa,10B00626_Mcat,Moraxella catarrhalis,Maela,Maela,Thailand,2010,Single isolate,ERS12035677,Seroresistant,Seroresistant_198,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46358_2#303_fa,PCV-C-0482-3,Moraxella catarrhalis,Siem Reap,Ankor,Cambodia,2019,Single isolate,ERS12036217,Seroresistant,Seroresistant_101,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent
47195_1#10_fa,MCAT4210UHS,Moraxella catarrhalis,Hampshire (early),Hampshire,United Kingdom,2010,Single isolate,ERS14747830,Seroresistant,Seroresistant_59,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_1#125_fa,09B02357_Mcat,Moraxella catarrhalis,Maela,Maela,Thailand,2009,Single isolate,ERS12035644,Seroresistant,Seroresistant_316,Absent,Absent,Absent,Present,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent,Absent
46321_1#153_fa,09B10981_Mcat,Moraxella catarrhalis,Maela,Maela,Thailand,2009,Single isolate,ERS12035655,Seroresistant,Seroresistant_28,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
47195_1#80_fa,MCAT4292UHS,Moraxella catarrhalis,Hampshire (early),Hampshire,United Kingdom,2010,Single isolate,ERS14747852,Serosensitive,Serosensitive_2,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
47195_1#336_fa,MCAT4168UHS,Moraxella catarrhalis,Hampshire (early),Hampshire,United Kingdom,2010,Single isolate,ERS14747833,Seroresistant,Seroresistant_1,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
47195_1#151_fa,MCAT4344UHS,Moraxella catarrhalis,Hampshire (early),Hampshire,United Kingdom,2010,Single isolate,ERS14747874,Seroresistant,Seroresistant_10,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Present,Absent
46736_1#249_fa,MCAT13433SOL,Moraxella catarrhalis,Hampshire (late),Hampshire,United Kingdom,2019,Single isolate,ERS14308151,Serosensitive,Serosensitive_2,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
47195_1#245_fa,MCAT5287UHS,Moraxella catarrhalis,Hampshire (early),Hampshire,United Kingdom,2011,Single isolate,ERS14747960,Seroresistant,Seroresistant_6,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
47195_1#133_fa,MCAT3232UHS,Moraxella catarrhalis,Hampshire (early),Hampshire,United Kingdom,2009,Single isolate,ERS14747760,Seroresistant,Seroresistant_31,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_2#77_fa,PCV-C-0996-2,Moraxella catarrhalis,Siem Reap,Ankor,Cambodia,2019,Single isolate,ERS12036241,Seroresistant,Seroresistant_36,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_1#121_fa,09B11915_Mcat,Moraxella catarrhalis,Maela,Maela,Thailand,2009,Single isolate,ERS12035640,Seroresistant,Seroresistant_118,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_1#285_fa,PCV-C-0979-3,Moraxella catarrhalis,Siem Reap,Ankor,Cambodia,2019,Single isolate,ERS12035706,Seroresistant,Seroresistant_143,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_2#21_fa,PCV-C-0504-2,Moraxella catarrhalis,Siem Reap,Ankor,Cambodia,2019,Single isolate,ERS12119049,Seroresistant,Seroresistant_40,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46358_2#36_fa,PCV-C-0716-2,Moraxella catarrhalis,Siem Reap,Ankor,Cambodia,2019,Single isolate,ERS12036311,Seroresistant,Seroresistant_14,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_1#52_fa,PCV-C-0325-2,Moraxella catarrhalis,Siem Reap,Ankor,Cambodia,2019,Single isolate,ERS12035813,Seroresistant,Seroresistant_3,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent
46321_2#289_fa,PCV-C-0757-2,Moraxella catarrhalis,Siem Reap,Ankor,Cambodia,2019,Single isolate,ERS12036343,Seroresistant,Seroresistant_14,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46736_1#150_fa,MCAT14349SOL,Moraxella catarrhalis,Hampshire (late),Hampshire,United Kingdom,2020,Single isolate,ERS14308281,Seroresistant,Seroresistant_5,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46472_2#248_fa,PCV-C-0778-3,Moraxella catarrhalis,Siem Reap,Ankor,Cambodia,2019,Single isolate,ERS12035755,Seroresistant,Seroresistant_27,Present,Present,Present,Present,Present,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46872_1#135_fa,MCAT14133SOL,Moraxella catarrhalis,Hampshire (late),Hampshire,United Kingdom,2020,Single isolate,ERS14308218,Seroresistant,Seroresistant_50,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46358_2#254_fa,09B12134,Moraxella catarrhalis,Maela,Maela,Thailand,2009,Single isolate,ERS12119092,Seroresistant,Seroresistant_136,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46736_1#305_fa,MCAT14123SOL,Moraxella catarrhalis,Hampshire (late),Hampshire,United Kingdom,2020,Single isolate,ERS14308216,Seroresistant,Seroresistant_12,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46736_1#182_fa,MCAT14367SOL,Moraxella catarrhalis,Hampshire (late),Hampshire,United Kingdom,2020,Single isolate,ERS14308289,Seroresistant,Seroresistant_59,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46872_1#141_fa,MCAT14217SOL,Moraxella catarrhalis,Hampshire (late),Hampshire,United Kingdom,2020,Single isolate,ERS14308245,Seroresistant,Seroresistant_99,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_1#64_fa,PCV-C-0998-3,Moraxella catarrhalis,Siem Reap,Ankor,Cambodia,2019,Single isolate,ERS12035911,Seroresistant,Seroresistant_10,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Present,Absent
46736_1#216_fa,MCAT14391SOL,Moraxella catarrhalis,Hampshire (late),Hampshire,United Kingdom,2020,Single isolate,ERS14308301,Seroresistant,Seroresistant_3,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46472_2#183_fa,08B07148_Mcat,Moraxella catarrhalis,Maela,Maela,Thailand,2008,Single isolate,ERS12035606,Seroresistant,Seroresistant_144,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_2#72_fa,PCV-C-0729-2,Moraxella catarrhalis,Siem Reap,Ankor,Cambodia,2019,Single isolate,ERS12036453,Seroresistant,Seroresistant_184,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_2#343_fa,PCV-C-1357-2,Moraxella catarrhalis,Siem Reap,Ankor,Cambodia,2019,Single isolate,ERS12035937,Seroresistant,Seroresistant_115,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
47195_1#213_fa,MCAT5209UHS,Moraxella catarrhalis,Hampshire (early),Hampshire,United Kingdom,2011,Single isolate,ERS14747938,Seroresistant,Seroresistant_22,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent
46358_2#10_fa,PCV-C-0156-2,Moraxella catarrhalis,Siem Reap,Ankor,Cambodia,2019,Single isolate,ERS12036304,Seroresistant,Seroresistant_1,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_1#27_fa,08B06323_Mcat,Moraxella catarrhalis,Maela,Maela,Thailand,2008,Single isolate,ERS12035583,Seroresistant,Seroresistant_197,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent
46321_2#6_fa,PCV-C-0042-2,Moraxella catarrhalis,Siem Reap,Ankor,Cambodia,2019,Single isolate,ERS12036379,Serosensitive,Serosensitive_29,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
47195_1#71_fa,MCAT3111UHS,Moraxella catarrhalis,Hampshire (early),Hampshire,United Kingdom,2009,Single isolate,ERS14747716,Seroresistant,Seroresistant_8,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_2#326_fa,PCV-C-0230-3,Moraxella catarrhalis,Siem Reap,Ankor,Cambodia,2019,Single isolate,ERS12119075,Atypical 1,Atypical_1,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46358_2#225_fa,PCV-C-0780-3,Moraxella catarrhalis,Siem Reap,Ankor,Cambodia,2019,Single isolate,ERS12036195,Seroresistant,Seroresistant_41,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
47195_1#230_fa,MCAT5013UHS,Moraxella catarrhalis,Hampshire (early),Hampshire,United Kingdom,2011,Single isolate,ERS14747892,Seroresistant,Seroresistant_76,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46472_2#305_fa,PCV-C-0430-2,Moraxella catarrhalis,Siem Reap,Ankor,Cambodia,2019,Single isolate,ERS12035683,Seroresistant,Seroresistant_184,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_1#24_fa,PCV-C-0617-2,Moraxella catarrhalis,Siem Reap,Ankor,Cambodia,2019,Single isolate,ERS12035780,Seroresistant,Seroresistant_36,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46358_2#314_fa,PCV-C-0485-3,Moraxella catarrhalis,Siem Reap,Ankor,Cambodia,2019,Single isolate,ERS12119053,Seroresistant,Seroresistant_3,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46472_2#249_fa,09B11632_Mcat,Moraxella catarrhalis,Maela,Maela,Thailand,2009,Single isolate,ERS12035630,Seroresistant,Seroresistant_135,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46736_1#313_fa,MCAT13096SOL,Moraxella catarrhalis,Hampshire (late),Hampshire,United Kingdom,2019,Single isolate,ERS14308182,Seroresistant,Seroresistant_259,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_2#328_fa,PCV-C-0111-3,Moraxella catarrhalis,Siem Reap,Ankor,Cambodia,2019,Single isolate,ERS12119076,Seroresistant,Seroresistant_4,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46472_2#307_fa,PCV-C-0534-3,Moraxella catarrhalis,Siem Reap,Ankor,Cambodia,2019,Single isolate,ERS12035684,Seroresistant,Seroresistant_4,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_2#366_fa,PCV-C-0137-2,Moraxella catarrhalis,Siem Reap,Ankor,Cambodia,2019,Single isolate,ERS12119111,Seroresistant,Seroresistant_14,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
