Assembly	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	GC (%)	N50	N75	L50	L75	# Ns per 100 kbp
SAMEA4621006.assembly	30	18	15	13	11	9	1927649	1924188	1915005	1899891	1874236	1820881	21	381303	1926080	41.60	207876	202921	4	6	0.00
SAMEA4621105.assembly	9	7	7	6	6	6	1834953	1834108	1834108	1828434	1828434	1828434	8	908447	1834671	41.64	347070	227857	2	3	0.00
SAMEA4620492.assembly	29	16	10	8	7	6	1921117	1917367	1899251	1884888	1863798	1838312	17	462137	1918118	41.45	355087	229301	3	4	0.00
SAMEA5130875.assembly	34	17	7	6	6	5	1889281	1882878	1854438	1848704	1848704	1813033	20	653611	1885095	41.50	453618	349271	2	3	0.00
SAMEA5130833.assembly	55	21	14	12	9	8	1986457	1977943	1961765	1950764	1906648	1862788	23	455947	1979303	41.42	278824	193687	3	6	0.00
SAMEA4620925.assembly	33	17	11	9	8	8	1984303	1979249	1962559	1949246	1932586	1932586	20	470067	1981511	41.45	348823	238912	3	4	0.00
SAMEA4622767.assembly	19	15	10	8	7	7	1855400	1854630	1836117	1823273	1798807	1798807	15	442161	1854630	41.63	347772	243493	3	4	0.00
SAMEA4621947.assembly	29	15	7	6	6	6	1843481	1839442	1818157	1812423	1812423	1812423	16	463613	1840079	41.56	359380	228066	3	4	0.00
SAMEA5130882.assembly	39	20	8	7	7	6	1931769	1926395	1898655	1890691	1890691	1855109	22	686834	1928096	41.43	464585	346117	2	3	0.00
SAMEA4620287.assembly	27	17	7	6	6	6	1868045	1865995	1840389	1832746	1832746	1832746	18	674331	1866559	41.67	463386	348461	2	3	0.00
SAMEA4621075.assembly	29	19	9	8	7	7	1918920	1914635	1885135	1879414	1861462	1861462	22	470830	1916812	41.66	348678	220834	3	4	0.00
SAMEA4621002.assembly	20	11	7	6	6	5	1891803	1888590	1874529	1869286	1869286	1828396	13	655658	1890003	41.53	456360	347931	2	3	0.00
SAMEA5130764.assembly	30	16	12	10	8	8	1898648	1894072	1883178	1870753	1834181	1834181	20	441129	1896415	41.61	331737	177957	3	5	0.00
SAMEA4621990.assembly	26	16	9	8	8	6	1952319	1949548	1934595	1928862	1928862	1840711	18	651524	1950770	41.41	475165	217832	2	4	0.00
SAMEA4621104.assembly	26	19	11	9	9	7	1972658	1970464	1951865	1940176	1940176	1856015	20	611215	1971091	41.43	260550	180525	3	5	0.00
SAMEA4621973.assembly	36	18	10	9	8	8	1925348	1917950	1896525	1890792	1874098	1874098	23	481379	1921803	41.48	348124	228089	3	4	0.00
SAMEA4621117.assembly	25	17	8	6	6	5	1944646	1942378	1922199	1908251	1908251	1862670	18	710762	1942881	41.40	456382	347868	2	3	0.00
SAMEA5130767.assembly	33	17	9	8	8	6	1972643	1968288	1948688	1942954	1942954	1867419	19	703761	1969990	41.37	461988	218700	2	4	0.00
SAMEA5130775.assembly	39	20	11	10	8	6	1965768	1958264	1935677	1929944	1888502	1820944	25	481379	1962116	41.43	348123	222271	3	5	0.00
SAMEA4621061.assembly	40	21	9	8	8	7	1932032	1926658	1898917	1890953	1890953	1855372	23	686834	1928360	41.43	464582	346390	2	3	0.00
SAMEA4621463.assembly	22	14	9	8	7	7	1930252	1927288	1913565	1907832	1886549	1886549	16	457180	1928688	41.50	335425	194776	3	5	0.00
SAMEA4621108.assembly	37	19	14	11	8	7	1945641	1937900	1926474	1909942	1860926	1825335	25	698478	1942685	41.53	281913	230092	2	4	0.00
SAMEA4622002.assembly	22	12	7	6	6	6	1884404	1880643	1865381	1859648	1859648	1859648	15	459728	1882920	41.50	358254	227999	3	4	0.00
SAMEA4621044.assembly	16	11	7	6	6	6	1873168	1872103	1859416	1853886	1853886	1853886	11	682570	1872103	41.67	409887	352958	2	3	0.00
SAMEA4622029.assembly	34	20	17	16	13	12	1817014	1812833	1808499	1802766	1749914	1716238	21	283381	1813686	41.70	209582	106780	4	8	0.00
SAMEA4621922.assembly	39	21	11	9	9	8	1933576	1928333	1906010	1892313	1892313	1856732	23	687392	1930035	41.42	346325	169227	2	4	0.00
SAMEA4620987.assembly	37	16	8	5	5	5	1893016	1884312	1865352	1849056	1849056	1849056	24	656450	1889690	41.48	471823	357542	2	3	0.00
SAMEA5130886.assembly	13	10	7	6	6	6	1864597	1863416	1854291	1848619	1848619	1848619	11	690371	1864158	41.61	462536	348284	2	3	0.00
SAMEA4620998.assembly	15	11	8	7	7	7	1869960	1868953	1858146	1852413	1852413	1852413	11	464050	1868953	41.75	347686	268021	3	4	0.00
SAMEA4621119.assembly	26	18	8	5	5	5	1882096	1879056	1860246	1837461	1837461	1837461	21	679953	1881077	41.61	461748	345752	2	3	0.00
SAMEA4621972.assembly	53	19	11	9	9	8	1945846	1936384	1918756	1904859	1904859	1869372	24	465027	1939905	41.50	347442	168855	3	5	0.00
SAMEA4621322.assembly	36	18	8	7	6	6	1879659	1873547	1849703	1843970	1827999	1827999	21	676308	1875854	41.55	403293	348362	2	3	0.00
SAMEA4621046.assembly	27	14	7	7	6	6	1863906	1858896	1839926	1839926	1828597	1828597	18	455544	1861806	41.69	346561	228076	3	4	0.00
SAMEA4622001.assembly	18	12	7	6	6	6	1899848	1897629	1882744	1877011	1877011	1877011	13	463778	1898419	41.50	358453	232041	3	4	0.00
SAMEA4621057.assembly	24	14	12	9	8	8	1946304	1942450	1935498	1915908	1899524	1899524	17	520726	1944906	41.39	461166	233155	2	4	0.00
SAMEA4620933.assembly	48	27	14	11	9	8	1983458	1976508	1943758	1924984	1894691	1847936	32	348530	1979732	41.46	222228	170622	4	6	0.00
SAMEA5130782.assembly	24	18	10	8	8	5	1988188	1985309	1971985	1958372	1958372	1856329	21	791539	1987504	41.33	377868	220172	2	4	0.00
SAMEA4622185.assembly	11	10	7	6	6	6	1832082	1831801	1821937	1816204	1816204	1816204	10	656159	1831801	41.66	413792	347407	2	3	0.00
SAMEA4622018.assembly	30	16	12	10	8	8	1898727	1894151	1883257	1870832	1834260	1834260	20	441147	1896494	41.61	331721	177957	3	5	0.00
SAMEA4620912.assembly	33	19	6	5	5	5	1878549	1873860	1841580	1835846	1835846	1835846	22	680943	1875884	41.62	459676	346248	2	3	0.00
SAMEA5130808.assembly	29	17	8	5	5	5	1850849	1846095	1826942	1806189	1806189	1806189	21	643462	1849047	41.52	458663	359508	2	3	0.00
SAMEA5130743.assembly	30	20	8	7	7	5	1963292	1959417	1932086	1926756	1926756	1841824	23	609782	1961847	41.45	490711	222451	2	4	0.00
SAMEA4621361.assembly	33	19	13	11	8	6	1970682	1965484	1947667	1935436	1885196	1807349	24	789915	1969014	41.43	361410	210827	2	4	0.00
SAMEA4620994.assembly	42	17	11	9	9	8	1936176	1926693	1910066	1896044	1896044	1861201	24	464900	1931646	41.42	284238	167543	3	5	0.00
SAMEA5130788.assembly	40	18	9	8	8	7	1898996	1892706	1872121	1866388	1866388	1830901	21	656864	1895295	41.52	462060	177416	2	4	0.00
SAMEA4620916.assembly	20	12	7	6	6	6	1851916	1850173	1837726	1832093	1832093	1832093	12	654020	1850173	41.56	464423	218482	2	4	0.00
SAMEA4621099.assembly	16	11	8	7	7	7	1907633	1905696	1897468	1891985	1891985	1891985	13	467380	1906939	41.49	318294	210245	3	5	0.00
SAMEA5130777.assembly	17	11	6	5	5	5	1869601	1866950	1853973	1848240	1848240	1848240	12	690689	1867875	41.60	463772	347411	2	3	0.00
SAMEA4621126.assembly	49	29	20	15	12	10	2020772	2013772	1994625	1962137	1906927	1826266	34	377716	2017164	41.29	209476	120365	4	7	0.00
SAMEA5130840.assembly	65	28	17	14	13	9	1967838	1954477	1935695	1916149	1891440	1731188	40	398774	1962618	41.51	224304	157915	4	6	0.00
SAMEA4621049.assembly	32	23	12	10	9	9	1946774	1944352	1912941	1899345	1875378	1875378	24	442745	1944952	41.47	246130	158504	3	6	0.00
SAMEA4622012.assembly	24	13	7	5	5	5	1843591	1838228	1826692	1812980	1812980	1812980	19	644298	1842192	41.55	465202	358003	2	3	0.00
SAMEA4622036.assembly	36	17	10	9	8	8	1926542	1918870	1900972	1895239	1878545	1878545	22	714120	1922722	41.47	404213	158364	2	4	0.00
SAMEA4621486.assembly	44	19	11	9	8	7	1921891	1912532	1891890	1878368	1861941	1822117	27	656637	1917928	41.48	472302	169249	2	4	0.00
SAMEA4622013.assembly	44	19	11	9	8	7	1961805	1952446	1931804	1918282	1901855	1862029	27	696469	1957841	41.53	472391	169249	2	4	0.00
SAMEA5130794.assembly	31	17	8	7	7	7	1841102	1837000	1812203	1806469	1806469	1806469	18	463106	1837637	41.57	359184	228068	3	4	0.00
SAMEA4621115.assembly	27	17	9	8	7	7	1881165	1878389	1861049	1855316	1830518	1830518	18	431324	1878955	41.64	320572	193086	3	5	0.00
SAMEA5130803.assembly	24	15	13	10	10	7	1965969	1963685	1956725	1936146	1936146	1821800	15	498234	1963685	41.50	356335	161375	3	5	0.00
SAMEA4621180.assembly	25	13	9	8	8	7	1978233	1972611	1963845	1958112	1958112	1918334	19	509637	1977107	41.41	346099	233163	3	4	0.00
SAMEA4621142.assembly	46	23	16	12	11	9	2019341	2011167	1993612	1965141	1954564	1880317	28	465648	2015014	41.39	246236	170386	3	6	0.00
SAMEA4622055.assembly	32	17	9	7	7	7	1872282	1866477	1845973	1833811	1833811	1833811	20	464629	1868468	41.59	347497	227858	3	4	0.00
SAMEA5130792.assembly	37	13	13	12	8	8	1904800	1898060	1898060	1892425	1820057	1820057	15	440185	1899516	41.56	347946	158414	3	5	0.00
SAMEA4621176.assembly	27	19	12	10	9	9	1947509	1945661	1923091	1909497	1885530	1885530	19	442741	1945661	41.47	246128	158504	3	6	0.00
SAMEA4621141.assembly	47	21	11	8	8	7	1890009	1880896	1858785	1837758	1837758	1804286	28	435411	1885591	41.49	331965	324176	3	4	0.00
SAMEA4620717.assembly	36	20	11	9	7	7	1933012	1928393	1904954	1892189	1855033	1855033	22	439626	1929591	41.51	324799	200425	3	5	0.00
SAMEA4622136.assembly	40	17	11	8	8	6	2036770	2030053	2016247	1998094	1998094	1915219	22	689213	2033293	41.39	349856	220993	2	4	0.00
SAMEA4622033.assembly	15	10	8	7	6	6	1872202	1870729	1867735	1862001	1849912	1849912	11	693591	1871516	41.53	451524	347874	2	3	0.00
SAMEA4622131.assembly	27	17	11	9	9	9	1919487	1915711	1899553	1887391	1887391	1887391	19	446746	1917199	41.59	347138	158363	3	5	0.00
SAMEA4622034.assembly	33	24	17	14	10	8	2104097	2100464	2085321	2069606	2007609	1950656	27	805212	2102790	41.29	425381	175493	2	4	0.00
SAMEA4621181.assembly	10	8	8	7	6	6	1834988	1834143	1834143	1828410	1803855	1803855	9	908466	1834706	41.64	347087	227858	2	3	0.00
SAMEA4621663.assembly	38	19	12	11	11	8	1972227	1965999	1947702	1941968	1941968	1832708	23	569241	1969167	41.37	284340	136277	3	5	0.00
SAMEA4622116.assembly	101	48	31	27	23	18	1895192	1873005	1825914	1800893	1727127	1526173	66	168089	1887388	41.52	83373	57110	9	16	0.00
SAMEA4622103.assembly	13	11	7	6	6	6	1840242	1839513	1823532	1817799	1817799	1817799	11	462161	1839513	41.62	349212	227637	3	4	0.00
SAMEA4622064.assembly	19	12	9	7	7	7	1909960	1908449	1897195	1883662	1883662	1883662	12	656636	1908449	41.44	466871	347420	2	3	0.00
SAMEA4621702.assembly	93	27	17	12	11	10	1852574	1829475	1809005	1774665	1755870	1716696	41	373167	1839826	41.53	209529	124582	3	6	0.00
SAMEA4621395.assembly	26	12	7	6	6	6	1899186	1894798	1881644	1875910	1875910	1875910	14	687942	1895905	41.51	430506	347040	2	3	0.00
SAMEA4621675.assembly	25	15	8	6	6	6	1868686	1864923	1846930	1833553	1833553	1833553	18	674787	1867159	41.67	463392	348823	2	3	0.00
SAMEA4621195.assembly	29	17	8	5	5	5	1851298	1846544	1827391	1806638	1806638	1806638	21	644448	1849496	41.53	458108	359514	2	3	0.00
SAMEA4622062.assembly	46	20	14	13	11	9	1896531	1890323	1872665	1866931	1820017	1756670	22	455269	1891471	41.52	243580	136572	3	6	0.00
SAMEA5130769.assembly	32	15	12	10	9	8	2001530	1995584	1987606	1975092	1957270	1910507	18	433168	1998053	41.33	310232	207571	3	5	0.00
SAMEA5130883.assembly	25	14	7	6	5	5	1881104	1876710	1860204	1854470	1833674	1833674	18	680256	1879424	41.54	460828	347991	2	3	0.00
SAMEA4622088.assembly	36	19	9	7	7	6	1933591	1928527	1906204	1892507	1892507	1856926	21	687378	1930229	41.42	465681	346326	2	3	0.00
SAMEA4622091.assembly	12	10	9	8	7	7	1833657	1832812	1831539	1825869	1809475	1809475	11	908414	1833375	41.64	277381	227857	2	3	0.00
SAMEA4621131.assembly	24	13	10	9	8	7	1890981	1887364	1882566	1876832	1862414	1826744	15	455085	1888618	41.51	349757	227619	3	4	0.00
SAMEA4621179.assembly	7	6	5	4	4	4	1864747	1864465	1863156	1857423	1857423	1857423	6	1166142	1864465	41.54	1166142	346991	1	2	0.00
SAMEA4621207.assembly	60	23	13	10	9	7	1932477	1920600	1900720	1880507	1855798	1778957	31	398806	1925887	41.49	289208	214052	3	5	0.00
SAMEA4620670.assembly	26	17	11	10	10	8	1940161	1937430	1924116	1918383	1918383	1841608	19	475321	1938652	41.44	232012	213379	3	5	0.00
SAMEA4621197.assembly	27	14	9	8	7	7	1888082	1884286	1868205	1862471	1840290	1840290	16	447373	1885744	41.57	348144	228010	3	4	0.00
SAMEA4621263.assembly	29	16	10	8	6	6	1878022	1873516	1860292	1849124	1815528	1815528	20	680315	1876218	41.55	461504	278471	2	3	0.00
SAMEA4621190.assembly	50	17	10	7	7	7	1893472	1881329	1863430	1845000	1845000	1845000	27	422081	1888219	41.48	296484	229096	3	5	0.00
SAMEA5130816.assembly	35	19	11	8	7	7	1899992	1893066	1876989	1859572	1843180	1843180	25	686388	1897404	41.61	399255	208596	2	4	0.00
SAMEA4621200.assembly	25	17	11	9	9	7	1986727	1983311	1967679	1956855	1956855	1888405	20	487173	1985645	41.35	348345	231317	3	4	0.00
SAMEA4621677.assembly	32	14	9	7	7	7	1925696	1920185	1904765	1889360	1889360	1889360	17	466841	1921950	41.49	323008	209877	3	5	0.00
SAMEA4621673.assembly	13	11	7	6	6	5	1921765	1921264	1907656	1901922	1901922	1861904	11	696641	1921264	41.64	461840	345727	2	3	0.00
SAMEA4622065.assembly	23	16	11	9	9	9	1948899	1947149	1930461	1916865	1916865	1916865	16	467061	1947149	41.46	246129	190408	3	5	0.00
SAMEA4621198.assembly	10	8	6	5	4	4	1821050	1820663	1816663	1810930	1787767	1787767	8	1096090	1820663	41.69	1096090	347345	1	2	0.00
SAMEA4622135.assembly	10	9	7	6	6	6	1864452	1864170	1861670	1855937	1855937	1855937	9	1115913	1864170	41.74	1115913	220958	1	3	0.00
SAMEA4621435.assembly	37	13	6	6	5	5	1883955	1873677	1853789	1853789	1843786	1843786	21	652819	1879303	41.53	469080	358359	2	3	0.00
SAMEA5130815.assembly	35	19	14	12	9	6	2001553	1996204	1983180	1972136	1906749	1793496	22	806758	1997971	41.44	354626	168463	2	4	0.00
SAMEA4621685.assembly	14	9	8	7	7	5	1852296	1851292	1849984	1844251	1844251	1777888	9	1128370	1851292	41.59	1128370	208541	1	3	0.00
SAMEA4622193.assembly	14	10	10	9	8	8	1855331	1853128	1853128	1847481	1837185	1837185	12	790174	1854556	41.74	347594	157069	2	4	0.00
SAMEA4622229.assembly	41	22	16	10	10	9	1976882	1970164	1953573	1914732	1914732	1874731	27	469027	1973416	41.45	239304	170349	3	6	0.00
SAMEA5130811.assembly	27	13	9	8	6	5	1911919	1908443	1900023	1894651	1865442	1818735	15	789435	1909607	41.55	361345	324202	2	3	0.00
SAMEA4621696.assembly	35	16	7	6	6	6	1872655	1866719	1844652	1838918	1838918	1838918	20	457509	1869755	41.62	347586	228009	3	4	0.00
SAMEA4622222.assembly	19	14	11	10	8	8	1871236	1869477	1858925	1853192	1815926	1815926	16	459733	1870666	41.61	284573	174793	3	5	0.00
SAMEA4622142.assembly	29	18	10	8	7	6	1914460	1910563	1889674	1875311	1854221	1828738	20	660025	1911971	41.46	456905	353038	2	3	0.00
SAMEA4621717.assembly	21	17	9	8	7	7	1885168	1883898	1863222	1857490	1841168	1841168	18	692029	1884600	41.64	461807	217556	2	4	0.00
SAMEA4621701.assembly	26	19	14	12	10	7	1905393	1902379	1886506	1872143	1838694	1739383	22	663442	1904403	41.45	453963	209685	2	4	0.00
SAMEA4620715.assembly	7	6	5	4	4	4	1835522	1835240	1833932	1828257	1828257	1828257	6	1136872	1835240	41.64	1136872	347088	1	2	0.00
SAMEA4622128.assembly	36	18	11	10	8	7	1889523	1882264	1863997	1858263	1830636	1795032	22	653359	1885522	41.51	454000	167900	2	4	0.00
SAMEA4622200.assembly	10	9	6	5	5	5	1823840	1823560	1813547	1807830	1807830	1807830	9	658707	1823560	41.70	462927	342030	2	3	0.00
SAMEA4622141.assembly	37	16	8	6	6	5	1928591	1920521	1901286	1887795	1887795	1847911	21	656368	1924542	41.48	469846	358218	2	3	0.00
SAMEA4621209.assembly	27	16	10	9	8	7	1919618	1916144	1902186	1896656	1882561	1838703	18	463687	1917310	41.66	295552	196700	3	5	0.00
SAMEA4622123.assembly	44	18	10	7	6	6	1893986	1882952	1864711	1846913	1830381	1830381	30	655872	1890766	41.46	471810	229986	2	4	0.00
SAMEA4621208.assembly	31	20	7	5	5	5	1880835	1877208	1850836	1837465	1837465	1837465	23	679954	1879225	41.61	461751	345752	2	3	0.00
SAMEA4622175.assembly	29	18	16	14	12	10	1825799	1820996	1818256	1805548	1771479	1712241	21	371330	1823610	41.69	214972	134100	4	7	0.00
SAMEA4622046.assembly	38	16	9	7	5	5	1908103	1899262	1880488	1866128	1830373	1830373	22	655719	1903703	41.47	459621	358221	2	3	0.00
SAMEA4622084.assembly	30	20	10	9	9	7	1974337	1970927	1947047	1941618	1941618	1857491	22	611177	1972538	41.43	260331	182368	3	5	0.00
SAMEA4621720.assembly	25	16	10	8	7	7	1877143	1874942	1857108	1846249	1821772	1821772	16	452558	1874942	41.64	354290	231688	3	4	0.00
SAMEA4621360.assembly	41	24	16	14	13	12	1848918	1842996	1817781	1804367	1787985	1752045	26	424079	1844719	41.58	166112	106759	4	7	0.00
SAMEA4621221.assembly	21	10	7	6	6	6	1858306	1853703	1843751	1838018	1838018	1838018	14	682834	1856990	41.60	465506	285095	2	3	0.00
SAMEA4621782.assembly	43	18	11	10	9	9	1928175	1919338	1897793	1892060	1870425	1870425	24	452402	1923725	41.50	244098	167359	3	6	0.00
SAMEA4621205.assembly	38	18	15	12	11	8	1965294	1959717	1950504	1929925	1912503	1798131	21	404482	1961751	41.50	265701	161375	3	6	0.00
SAMEA4621661.assembly	27	15	12	10	10	10	1865985	1861445	1851863	1839186	1839186	1839186	18	457938	1863249	41.68	229045	167344	3	6	0.00
SAMEA4621761.assembly	31	17	9	8	7	7	1929121	1924657	1903343	1897610	1875975	1875975	20	457172	1926356	41.50	335426	194776	3	5	0.00
SAMEA4621703.assembly	34	22	13	11	11	8	2000380	1995792	1976142	1965709	1965709	1837694	26	444562	1998370	41.35	297159	215093	3	5	0.00
SAMEA4621812.assembly	26	19	12	9	8	6	1908334	1905310	1886494	1865721	1849329	1796521	22	656633	1907334	41.44	455887	209685	2	4	0.00
SAMEA4622245.assembly	30	15	10	9	6	6	1881310	1875331	1868862	1863227	1806652	1806652	18	653235	1877838	41.51	456800	229826	2	4	0.00
SAMEA4621691.assembly	32	18	13	11	9	9	1897098	1892522	1877967	1865542	1829687	1829687	22	441157	1894865	41.62	228725	167353	3	6	0.00
SAMEA4622208.assembly	44	22	15	11	10	8	2019381	2011409	1993854	1965383	1954806	1880559	27	465680	2015256	41.38	346327	170386	3	5	0.00
SAMEA4620659.assembly	15	12	6	5	5	5	1926988	1925838	1907733	1902001	1902001	1902001	13	730752	1926540	41.53	461638	353078	2	3	0.00
SAMEA4621216.assembly	72	27	13	12	9	7	1975818	1960062	1928823	1923616	1871940	1810861	38	444556	1967728	41.47	278290	219579	3	5	0.00
SAMEA4622104.assembly	28	18	12	10	9	9	1877142	1874668	1856835	1845976	1821499	1821499	18	452558	1874668	41.64	249815	167278	3	5	0.00
SAMEA4621204.assembly	25	13	7	6	5	5	1905708	1902484	1888478	1882746	1870324	1870324	15	688891	1903640	41.59	478529	356285	2	3	0.00
SAMEA4621807.assembly	26	16	7	6	6	6	1889487	1885190	1861160	1855428	1855428	1855428	19	685288	1887444	41.62	406382	353363	2	3	0.00
SAMEA4622209.assembly	30	16	9	8	7	6	1929260	1924387	1906148	1900749	1887987	1852316	18	696318	1925897	41.53	453693	345807	2	3	0.00
SAMEA4621795.assembly	26	15	10	8	8	8	1880834	1877451	1861997	1850839	1850839	1850839	18	465722	1879125	41.51	346494	229305	3	4	0.00
SAMEA4622184.assembly	20	15	8	7	7	7	1837345	1835591	1812968	1807235	1807235	1807235	17	464608	1836761	41.66	347186	227845	3	4	0.00
SAMEA4622039.assembly	57	18	10	9	8	8	1892164	1880558	1859066	1853433	1838196	1838196	23	440575	1884110	41.53	356746	173386	3	5	0.00
SAMEA4622066.assembly	36	20	13	12	10	9	1925015	1920638	1903732	1897999	1871252	1845763	21	451722	1921273	41.52	243904	167094	3	6	0.00
SAMEA4622210.assembly	16	10	8	7	7	7	1872576	1870884	1867756	1862108	1862108	1862108	11	706113	1871496	41.53	396275	347746	2	3	0.00
SAMEA4621412.assembly	35	18	10	9	9	7	1972039	1967164	1945325	1939591	1939591	1864056	21	470036	1969386	41.37	284910	220004	3	5	0.00
SAMEA4621711.assembly	35	24	14	10	7	6	2023037	2018689	1994601	1967193	1911981	1865181	28	797832	2021214	41.29	337850	210779	2	4	0.00
SAMEA4621721.assembly	32	15	11	9	8	7	1933829	1928888	1916499	1905246	1894951	1859499	17	460000	1930330	41.59	324627	231211	3	5	0.00
SAMEA4621731.assembly	38	19	11	10	9	9	1925430	1917758	1896334	1890601	1873907	1873907	24	481379	1921610	41.47	243585	158364	3	5	0.00
SAMEA4621772.assembly	31	19	14	11	10	9	1872639	1867000	1850776	1829219	1804850	1774775	23	402089	1870281	41.63	227651	158358	3	6	0.00
SAMEA4622109.assembly	10	7	6	5	5	5	1825524	1824844	1822507	1816774	1816774	1816774	7	1115166	1824844	41.69	1115166	347838	1	2	0.00
SAMEA4622053.assembly	31	18	10	9	8	6	1880825	1876134	1856601	1850867	1833678	1779471	22	680256	1878848	41.55	406408	348230	2	3	0.00
SAMEA4622227.assembly	10	8	8	7	6	6	1835947	1835102	1835102	1829369	1819057	1819057	9	810736	1835665	41.64	347088	227859	2	3	0.00
SAMEA4622265.assembly	24	14	13	11	11	9	1826889	1824244	1821928	1808207	1808207	1748833	15	398939	1824807	41.70	227877	135010	3	6	0.00
SAMEA4622092.assembly	21	14	10	8	8	7	1960698	1957754	1945955	1933099	1933099	1893396	17	476603	1959984	41.42	322084	210029	3	5	0.00
SAMEA4621687.assembly	18	13	9	8	8	7	1876983	1875685	1861829	1856096	1856096	1816393	14	468946	1876249	41.63	348103	227718	3	4	0.00
SAMEA4620720.assembly	27	16	10	8	7	7	1929292	1925371	1907850	1893460	1872177	1872177	18	452422	1926771	41.50	335425	194776	3	5	0.00
SAMEA4622090.assembly	21	16	9	8	8	8	1837365	1835611	1812988	1807255	1807255	1807255	18	422726	1836781	41.66	347186	227845	3	4	0.00
SAMEA4622067.assembly	31	15	8	7	6	6	1864813	1859031	1842247	1836513	1823332	1823332	18	677056	1861241	41.62	399120	348240	2	3	0.00
SAMEA4622047.assembly	45	26	15	13	9	7	2020759	2013748	1994619	1982512	1909106	1829168	30	706224	2016895	41.62	356878	151119	2	5	0.00
SAMEA4622113.assembly	39	19	9	8	8	7	1907680	1901380	1878983	1873250	1873250	1837652	23	658933	1904520	41.52	466894	177798	2	4	0.00
SAMEA4621229.assembly	54	20	12	9	8	8	1894815	1884786	1864126	1847826	1834645	1834645	25	447766	1888125	41.53	347039	228010	3	4	0.00
SAMEA4621722.assembly	20	14	11	10	9	7	1964944	1962445	1955315	1949923	1931674	1851552	16	824404	1964039	41.61	283907	233422	2	4	0.00
SAMEA4622276.assembly	7	6	5	4	4	4	1818675	1818394	1817087	1811417	1811417	1811417	6	1119999	1818394	41.70	1119999	347131	1	2	0.00
SAMEA4622262.assembly	28	16	10	8	7	6	1947892	1943589	1929762	1917650	1905772	1870066	18	695038	1945277	41.54	457574	230237	2	4	0.00
