Assembly	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	GC (%)	N50	N75	L50	L75	# Ns per 100 kbp
46371_1#166	105	51	38	31	26	21	3875102	3859858	3825207	3775551	3691304	3516162	60	507061	3866353	40.51	201549	105903	6	13	0.00
46371_1#21	915	664	263	137	49	17	6110611	5959932	4950390	4063128	2758772	1680166	836	225619	6093239	39.58	20006	7103	62	199	0.00
46371_1#190	2119	1253	550	352	165	71	17515226	17013458	15476116	14040388	11095131	7865901	1807	528156	17444509	37.69	40599	14067	91	272	0.00
46371_1#201	1860	956	169	50	15	11	5541391	4991024	3269431	2482406	1992674	1870313	1576	461882	5475614	35.31	7720	2611	80	395	0.00
46371_1#126	281	259	178	122	56	26	8892564	8884978	8648542	8258607	7211813	6180899	268	1394922	8890434	47.30	232804	34712	7	38	0.00
46371_1#215	403	228	154	130	90	55	8228072	8173202	8013581	7843046	7159006	5907690	264	487186	8198825	37.48	81052	44435	28	61	0.00
46321_1#220	98	40	29	21	18	9	1916528	1897450	1871442	1812159	1775423	1467362	53	600446	1906469	38.01	142796	64928	4	9	0.00
46371_1#231	88	38	34	32	24	20	4056772	4038796	4024402	4013757	3879153	3705529	52	611344	4049193	40.51	212942	123761	6	12	0.00
46371_1#218	2007	435	203	132	47	25	7646552	6953057	6460056	5974415	4683095	4017794	1021	654629	7376537	40.02	61529	13580	20	94	0.00
46371_1#106	107	60	48	43	33	23	3880641	3868868	3839512	3805151	3632109	3292786	64	419522	3871349	40.59	134324	61257	7	17	0.00
46371_1#143	312	231	142	102	54	33	6896497	6857114	6641673	6368933	5617558	4867451	274	447690	6888445	34.80	120624	39085	15	40	0.00
46371_1#18	186	100	74	67	58	30	5949941	5921445	5857314	5808087	5658718	4624364	123	647338	5936969	39.64	137869	56842	12	27	0.00
46371_1#261	184	77	62	54	37	23	3931307	3903867	3859628	3806517	3529904	3025331	88	391348	3911645	40.55	116934	58708	9	22	0.00
46371_1#170	157	60	45	40	35	27	4809117	4781288	4746991	4713613	4615341	4347958	76	660187	4793021	35.62	223685	77547	8	16	0.00
46371_1#181	149	88	57	50	36	24	4699425	4677256	4599571	4545752	4339377	3911306	104	454728	4688767	39.80	201608	72432	8	18	0.00
46371_1#214	175	53	38	34	26	17	2198859	2163675	2130673	2099904	1970465	1621408	70	187890	2175588	39.58	85044	49588	9	18	0.00
46371_1#131	1723	1527	690	356	141	62	17140327	17048816	14854280	12494233	9287233	6562853	1613	375696	17117284	33.38	29176	9217	115	392	0.00
46321_1#284	30	21	8	6	6	6	1872538	1869829	1842967	1831683	1831683	1831683	22	680494	1870631	41.64	401563	346104	2	3	0.00
46371_1#221	4777	2174	508	198	32	8	10741695	9664891	6111440	3929356	1508603	698621	3074	131124	10337933	38.90	6960	2555	346	975	0.00
46371_1#164	7406	759	297	211	106	54	13702359	11489621	10650769	10020186	8232952	6410925	2012	638238	12344208	49.58	53623	17886	50	155	0.00
46371_1#229	1493	630	303	206	109	50	10093835	9709432	9012177	8311722	6718759	4574794	971	406609	9965343	40.80	45867	18549	59	145	0.00
46371_1#275	105	46	38	35	28	15	2264204	2247536	2228479	2209318	2104908	1653759	55	291715	2253749	39.44	79473	45694	8	16	0.00
46371_1#236	61	39	27	23	22	20	3672221	3665376	3635171	3607133	3593010	3522653	41	467743	3666881	39.73	230496	131077	5	11	0.00
46371_1#196	11440	1422	325	187	71	35	13264963	10163915	8102832	7099173	5322369	4087112	3237	475708	11437514	39.75	20028	3332	89	440	0.00
46371_1#148	6226	1986	623	384	180	53	18513603	16771335	13916741	12247620	8972783	4632968	3346	551468	17783900	42.05	26104	6391	177	522	0.00
46371_1#16	352	144	103	93	73	43	9902158	9840502	9749105	9677802	9377828	8312628	182	1478995	9866186	39.31	264936	76197	9	28	0.00
46371_1#204	3795	579	145	82	41	15	6482573	5425822	4527055	4097472	3445184	2541818	1172	445942	5831252	39.62	36648	6228	24	118	0.00
46371_1#133	124	72	52	44	37	24	5691035	5673893	5631630	5572074	5420538	4928525	81	623599	5679851	39.80	217854	118742	8	16	0.00
46321_1#26	28	22	15	13	13	11	1892241	1890925	1879681	1863604	1863604	1802618	22	369680	1890925	37.91	157184	132802	4	7	0.00
46371_1#254	793	425	207	161	66	24	6258464	6090125	5581059	5239583	3689919	2261506	585	217292	6214693	39.67	32727	15429	46	116	0.00
46371_1#209	219	151	107	77	35	18	3562051	3538733	3409876	3191478	2511962	1903674	163	219663	3547251	40.73	52638	21938	16	42	0.00
46371_1#279	216	114	72	65	46	33	9165936	9133153	9035179	8984142	8675921	8200903	134	1196679	9147098	39.96	348041	133918	7	17	0.00
46371_1#191	768	413	241	194	106	50	9112730	8975279	8552636	8193631	6781541	4755790	529	222331	9064692	37.39	54115	24909	46	107	0.00
46371_1#226	1263	1165	429	231	111	66	13290712	13256092	11451433	10045431	8078055	6505579	1189	332478	13274046	39.10	46535	11037	69	223	0.00
46371_1#249	559	213	157	140	104	75	13843858	13731416	13609885	13488698	12843781	11799706	295	1034193	13786707	39.58	159756	74571	19	51	0.00
46371_1#274	238	114	91	75	39	16	3935279	3907168	3842895	3725576	3067410	2258035	126	616125	3915365	38.87	67632	28540	11	35	0.00
46371_1#202	447	232	163	142	99	66	10652376	10559573	10407943	10251179	9505284	8275719	317	530939	10624213	46.74	122310	53794	27	61	0.00
46371_1#205	8258	1100	434	315	137	58	14622999	12593628	11245228	10431037	7420772	4583963	2054	146891	13252562	34.26	32155	12883	110	273	0.00
46371_1#211	615	439	258	195	105	57	10147393	10041248	9620709	9155220	7711360	6041420	555	395261	10132291	36.70	62162	26125	40	101	0.00
46321_1#17	32	15	11	10	10	8	1860976	1857045	1849437	1839575	1839575	1765888	16	564812	1857628	38.02	461348	139612	2	4	0.00
46371_1#285	4115	442	75	37	11	8	4363033	3217741	2505242	2232036	1875834	1790413	1048	427314	3643136	40.45	34540	2904	9	137	0.00
46371_1#102	8873	644	241	138	39	18	7990962	5674627	4784222	4021776	2518695	1867223	1719	257340	6419149	40.10	16850	4781	74	248	0.00
46371_1#198	175	102	72	65	46	31	5268931	5245052	5164181	5114908	4807679	4247191	117	453512	5255440	39.86	130718	59147	12	26	0.00
46371_1#242	7327	469	193	129	78	55	12143852	10126932	9601399	9130339	8335566	7574194	1496	604276	10822633	36.40	112147	28977	27	70	0.00
46371_1#232	166	78	56	47	41	30	5857767	5831468	5777127	5706534	5601549	5208128	96	509447	5843415	39.68	177336	100190	9	20	0.00
46371_1#266	263	119	90	82	65	37	6581407	6535228	6462793	6402646	6125202	5071115	145	477847	6554901	37.49	120946	60847	16	35	0.00
46371_1#244	710	380	69	49	34	16	4726332	4616838	3972242	3844484	3598040	2990354	446	463697	4662151	39.64	144041	28564	8	31	0.00
46371_1#132	820	326	147	102	41	22	4895185	4708933	4287123	3981517	3090775	2424043	477	326855	4818234	35.79	50370	13255	22	71	0.00
46371_1#260	465	439	74	31	14	10	3404436	3395368	2629335	2336204	2098135	1979401	445	627138	3399712	40.33	95342	5837	6	60	0.00
46371_1#220	1974	1628	903	546	240	112	27576685	27409663	25492214	22920710	18269383	13863892	1798	726048	27530160	41.15	50349	15568	111	364	0.00
46321_1#328	28	13	10	8	7	5	1800269	1797024	1792704	1775825	1752528	1682404	14	988708	1797807	37.82	988708	360548	1	2	0.00
46371_1#216	1727	1105	508	325	138	66	15387719	15123466	13590329	12291529	9319711	6793570	1368	544120	15302342	34.48	41665	13549	85	254	0.00
46371_1#234	2963	1810	595	287	63	28	15190474	14548767	11804745	9676858	6271178	5085195	2499	557959	15083274	46.93	17494	5807	124	504	0.00
46371_1#235	7147	1029	337	176	43	13	8487894	6653738	5166731	3983095	1926061	871974	1995	128812	7320434	36.01	11905	3880	147	411	0.00
46371_1#263	500	394	229	181	104	56	12966763	12926209	12556086	12213679	10954564	9292816	429	1193750	12952087	42.11	132911	43674	21	65	0.00
46371_1#277	126	68	51	46	37	29	6291785	6275972	6234520	6198688	6040146	5716072	75	672655	6280743	34.59	272691	108805	7	18	0.00
46371_1#116	415	216	143	118	81	49	12002808	11938758	11753452	11564813	10958738	9815233	261	995227	11969605	35.92	287769	72556	12	36	0.00
46371_1#291	140	62	49	42	31	24	4059532	4039535	4008708	3962075	3794283	3532760	69	449275	4044770	40.48	155572	61246	7	16	0.00
46371_1#273	120	74	63	56	43	29	5208727	5194967	5176243	5123391	4890418	4366630	81	493726	5199502	39.47	140069	79221	10	22	0.00
46371_1#178	243	232	79	34	15	13	3007821	3003934	2587293	2289983	2025788	1955431	234	407391	3005245	39.20	112631	10885	7	31	0.00
46371_1#23	3329	1652	534	254	78	35	13172185	12308872	9891435	7914449	5279481	3875054	2671	514148	12998809	36.06	15545	5310	141	507	0.00
46321_1#315	38	19	8	7	7	7	1930818	1923863	1895585	1888584	1888584	1888584	24	509369	1927357	41.44	455394	210887	2	4	0.00
46371_1#251	3729	1862	481	233	50	6	9893010	9310933	6353720	4613827	1868512	399247	2237	83308	9582881	38.59	9490	3418	252	687	0.00
46371_1#248	2972	714	299	189	67	20	8130295	7206101	6270467	5480035	3499247	1821584	1455	331934	7734321	37.93	21958	7922	83	226	0.00
46371_1#29	369	232	166	139	88	52	10433247	10391665	10227220	10032066	9163330	7948252	259	931617	10411633	38.58	118007	54565	16	50	0.00
46371_1#245	8853	796	308	192	105	60	15275055	12930342	11925129	11098968	9722513	8078107	2086	470489	13834794	36.96	67625	16426	41	136	0.00
46371_1#117	133	76	62	53	37	24	5865426	5844560	5806570	5737255	5494418	4982712	93	869270	5856184	40.79	333222	92835	6	17	0.00
46371_1#25	833	685	190	105	39	10	4461045	4412098	3342936	2720917	1697615	709046	713	118761	4432751	39.22	16384	5172	66	187	0.00
46371_1#264	297	155	101	83	56	33	6937635	6888312	6770746	6642954	6189502	5342841	192	1325404	6915327	37.41	120988	57005	10	31	0.00
46371_1#298	73	35	32	30	24	16	2057947	2049983	2044095	2029839	1930648	1633576	37	288332	2051322	39.67	106997	55418	7	15	0.00
46371_1#246	61	22	16	15	13	9	4822265	4812379	4799590	4791859	4767481	4625944	27	2294960	4815371	56.60	575539	429950	2	4	0.00
46371_1#233	5072	2654	866	514	263	136	31596026	30169987	26115098	23627621	19738701	15240951	4389	597550	31393690	40.45	47085	10185	146	506	0.00
46321_1#341	34	19	10	9	9	8	1892581	1889166	1866895	1861174	1861174	1834855	21	445317	1890270	41.78	348978	266976	3	4	0.00
46371_1#24	7693	615	79	54	34	23	7600496	5310980	4395077	4219285	3897824	3505156	1834	575539	6160011	39.56	111042	2645	17	142	0.00
46371_1#250	91	39	28	26	23	18	3720230	3704811	3671793	3660217	3607081	3418712	46	577725	3709620	39.80	209302	133517	6	12	0.00
46371_1#219	1171	564	225	130	41	23	6133889	5873510	5075807	4400960	2991579	2394299	784	207958	6029645	38.47	24972	8931	42	143	0.00
46371_1#225	9084	847	193	108	52	14	7708551	5459322	4272463	3663990	2746898	1483959	1935	414387	6228434	36.41	19615	2493	69	310	0.00
46371_1#223	803	449	246	189	91	43	8552677	8398624	7900138	7469326	5901447	4175517	599	325646	8511716	37.58	48992	20284	45	113	0.00
46371_1#27	180	109	74	55	31	18	2822245	2801936	2710824	2567461	2206769	1754034	120	219243	2809885	39.10	61601	27222	13	28	0.00
46371_1#241	8362	862	278	133	49	22	8040547	6134113	4860031	3848269	2599221	1627598	1711	159638	6728071	40.17	13479	4148	92	319	0.00
46371_1#247	3718	939	306	150	52	13	7277496	6346418	4883022	3788725	2275792	960836	1497	111026	6740384	40.91	12758	4354	113	343	0.00
46371_1#299	170	78	56	51	36	19	4022503	3993459	3942796	3911747	3651639	3076216	91	653758	4003893	40.48	191900	56097	6	18	0.00
46371_1#300	290	169	131	104	64	32	7079029	7051627	6953805	6752430	6087032	4977517	176	1069085	7055857	48.58	125041	41773	12	39	0.00
46321_1#126	1251	686	232	113	26	5	4513385	4223394	3192833	2356812	1093184	330921	1009	78443	4445087	39.63	10493	4184	100	263	0.00
46371_1#282	368	260	174	141	88	49	7908067	7847675	7665291	7447833	6573510	5138738	323	541661	7895243	40.52	70209	38154	30	67	0.00
46371_1#22	5170	1433	387	191	54	18	10028993	8627287	6302067	4934625	2838037	1626942	2423	183675	9352967	37.71	11629	3474	168	557	0.00
46371_1#252	128	56	43	40	32	21	4062622	4042216	4005904	3986209	3854897	3423386	63	820587	4047456	40.45	155108	78725	6	15	0.00
46371_1#130	8259	983	183	101	39	18	7782668	5850401	4224634	3671758	2793650	2052558	2012	323631	6571730	40.37	14267	2566	68	382	0.00
46371_1#290	1972	1068	208	102	51	27	7437852	6857358	5002327	4283002	3492045	2632874	1741	291708	7384896	40.00	21799	3435	60	337	0.00
46371_1#228	280	106	79	75	61	49	11748999	11694609	11637408	11609803	11353336	10958127	135	1077924	11715043	42.71	336611	134159	10	23	0.00
46371_1#269	6648	2246	842	502	193	62	21436227	20100794	16927061	14520737	9575145	4926568	2973	280297	20605469	42.86	22832	7792	224	608	0.00
46371_1#203	2851	2022	824	463	216	118	31212236	30759815	27970811	25390942	21621773	18238055	2504	1231156	31134278	41.68	86287	16266	76	302	0.00
46371_1#262	1393	509	252	173	72	24	7603959	7209469	6676336	6101570	4474367	2865536	855	460314	7455806	39.29	34628	14369	46	131	0.00
46371_1#276	10529	1269	315	118	38	22	12572803	9829936	7718991	6337708	5189616	4655702	2734	407284	10853123	38.20	19698	3970	49	410	0.00
46321_1#345	37	18	7	6	6	6	1929508	1922921	1897822	1892087	1892087	1892087	22	683942	1926028	41.46	464212	348733	2	3	0.00
46371_1#20	4008	1750	553	270	94	46	16247735	15230722	12522743	10519029	7849815	6172660	2707	545933	15956482	34.56	24265	6254	100	455	0.00
46371_1#176	211	131	107	97	76	47	6377332	6350591	6282337	6208395	5868748	4806451	148	343421	6363484	37.07	86023	50393	23	47	0.00
46371_1#265	2242	1036	435	287	139	68	14753429	14344214	12886073	11855235	9569254	7069281	1300	370486	14529437	37.30	46182	15151	73	208	0.00
46371_1#281	1090	902	265	193	67	18	6957058	6897135	5726289	5198609	3224226	1540331	936	225521	6922539	41.32	23005	10037	77	193	0.00
46371_1#288	376	167	112	100	78	48	7903792	7821752	7706415	7607432	7268215	6231908	232	603461	7867637	40.47	114395	61767	19	42	0.00
46371_1#284	4691	1557	475	253	94	47	14758621	13602615	11264823	9705983	7365473	5794798	2439	627137	14256962	39.23	27126	6610	85	375	0.00
46371_1#230	3310	1062	297	119	35	15	7183093	6401506	4611250	3369963	2140606	1447988	1574	218102	6772934	36.96	9722	3710	121	406	0.00
46371_1#243	5459	676	243	149	61	20	7742214	6276885	5420159	4736295	3229329	1854002	1468	201744	6821502	38.44	23923	7225	69	194	0.00
46371_1#227	11610	3335	989	477	190	80	27657651	24991216	19865645	16308048	11843775	7980356	5075	523279	26258995	35.63	20022	5170	248	956	0.00
46371_1#257	445	140	97	84	62	42	5938553	5830549	5735718	5639919	5246501	4520901	213	340973	5880816	40.68	93735	52602	19	40	0.00
46321_1#298	41	24	15	15	12	10	1893403	1888459	1866888	1866888	1810021	1750545	25	528271	1889455	38.08	177270	114737	4	7	0.00
46371_1#256	9899	1455	481	229	85	36	15240397	12831938	10585101	8800343	6604324	4925640	2657	524593	13689940	34.74	22144	5806	96	423	0.00
46371_1#237	2406	1508	550	277	96	41	13828930	13407158	11174003	9232210	6456628	4607506	1957	403689	13720601	44.42	22705	7172	114	403	0.00
46371_1#30	89	54	37	33	20	10	2558361	2542943	2500495	2471255	2265548	1929405	66	533876	2552406	41.22	215473	57533	4	10	0.00
46371_1#337	179	118	81	71	57	41	6053544	6037730	5944288	5877558	5620117	5058412	126	399804	6043245	39.70	130487	61199	14	32	0.00
46371_1#292	502	296	164	129	88	56	8970923	8863402	8561681	8320590	7650237	6533929	408	453902	8950857	35.72	95505	45854	25	60	0.00
46371_1#258	77	36	32	31	24	16	2057685	2049326	2042382	2037352	1920268	1637188	38	288332	2050665	39.67	106997	55550	7	15	0.00
46371_1#271	109	34	30	25	22	19	3980063	3956203	3947000	3913344	3863133	3737966	47	400631	3965784	40.46	227880	169730	6	11	0.00
46371_1#270	308	139	93	79	37	13	4962276	4900429	4801923	4693047	3994041	3153011	189	1305502	4937783	35.78	98589	33423	5	28	0.00
46371_1#297	182	94	72	62	52	32	5894359	5864185	5815498	5738213	5580647	4837671	119	561086	5881650	39.66	137097	69054	11	25	0.00
46371_1#313	59	27	22	18	16	10	2159610	2150538	2139798	2114672	2085567	1888160	33	407605	2154444	39.47	218227	149681	4	7	0.00
46321_1#186	47	24	16	14	12	9	1896607	1888061	1867897	1853173	1818353	1717883	28	611550	1891377	38.13	163453	121078	3	6	0.00
46371_1#267	53	32	20	19	18	16	1893487	1889617	1857705	1852486	1831872	1754710	33	257901	1890487	41.61	111162	68364	6	11	0.00
46371_1#308	148	86	67	58	48	31	5184659	5169725	5130260	5070370	4918623	4300366	92	516528	5174293	40.88	142743	61479	10	24	0.00
46371_1#286	816	357	243	194	132	75	11929114	11779619	11523867	11158656	10116668	8067701	447	298218	11844041	47.27	91854	38790	42	94	0.00
46371_1#293	734	241	78	33	13	9	2082773	1850527	1514234	1194856	858432	723850	431	176769	1984383	38.10	21635	5305	19	73	0.00
46371_1#317	469	259	158	122	66	32	5538406	5473854	5251011	4992244	4082120	2910980	302	384310	5505076	40.51	53426	23987	30	68	0.00
46371_1#295	128	58	38	36	31	26	4045299	4023595	3973828	3962813	3870340	3701359	70	577162	4032468	40.46	157072	83959	8	16	0.00
46371_1#240	115	49	39	36	26	21	4039912	4020303	3991046	3974424	3805600	3603919	61	429428	4029030	40.51	191469	131673	7	14	0.00
46371_1#311	79	35	31	29	23	17	2042097	2031174	2024044	2009848	1898105	1682015	39	288056	2033787	39.69	88380	56201	7	15	0.00
46371_1#259	2459	1915	657	400	182	74	21343412	21091258	18289929	16508209	13138273	9360529	2152	938424	21274738	40.90	40544	11814	103	350	0.00
46371_1#354	112	51	42	39	31	26	4917615	4901584	4882307	4862536	4721481	4547501	60	554440	4907627	35.69	192637	114997	7	14	0.00
46321_1#292	67	22	12	8	8	7	1988564	1974366	1951598	1927623	1927623	1881948	30	462213	1980220	41.38	345217	210000	3	5	0.00
46371_1#338	308	184	104	89	59	35	5034165	4996280	4838215	4729613	4226769	3385937	212	287440	5016876	38.99	68203	35417	21	45	0.00
46371_1#42	121	76	62	52	43	33	3889033	3874107	3840032	3773603	3634070	3244518	85	249880	3880576	40.42	94882	58257	13	27	0.00
46371_1#253	4042	1826	532	191	23	1	9828272	8763331	5538215	3151183	716967	50312	2684	50312	9364856	37.04	6456	3172	381	899	0.00
46371_1#326	2633	690	197	70	28	15	5686359	4904947	3826953	2954922	2327859	1866515	1354	230758	5404083	40.73	14313	3860	49	247	0.00
46371_1#312	400	311	169	135	93	58	9519440	9487985	9204586	8963277	8299928	7055761	335	472455	9505122	39.73	101654	48334	26	60	0.00
46371_1#314	590	515	164	129	68	29	6536327	6518522	5846682	5603220	4611622	3243765	521	620259	6522885	39.17	48241	20030	30	81	0.00
46371_1#307	150	71	48	42	37	27	6850113	6822922	6773391	6735036	6648208	6252160	87	1255985	6835439	37.31	316498	141366	7	14	0.00
46371_1#324	4483	1278	355	168	29	2	7526493	6302832	4376923	3031150	996380	117581	2193	59745	6978769	41.07	8367	2628	219	588	0.00
46371_1#334	2178	1000	314	169	51	17	7188602	6687435	5179953	4160774	2500734	1338875	1436	152175	7022202	42.97	12640	4755	111	332	0.00
46371_1#289	1783	1048	500	323	176	101	24808370	24318828	23171435	21914911	19553456	16927758	1648	940877	24775987	47.06	125440	33057	46	143	0.00
46321_1#344	32	13	10	9	7	7	1907812	1899882	1888649	1882916	1860302	1860302	19	463738	1904796	41.53	358827	219740	3	4	0.00
46371_1#268	12078	1155	490	358	202	103	24036287	21846668	20467823	19510645	17006074	13418365	1676	431284	22198488	43.33	82987	27510	66	189	0.00
46371_1#45	1769	1358	325	146	48	15	8295450	8037203	5714476	4473152	2995573	1882087	1664	351596	8273593	39.86	12466	3949	116	437	0.00
46371_1#32	634	374	177	126	52	18	4870837	4758172	4283169	3909040	2756096	1600285	486	190381	4836857	39.23	30848	13024	40	102	0.00
46371_1#331	3217	1331	629	402	143	42	15724738	14961987	13381539	11734015	7659029	4189953	2045	414964	15455758	43.25	24460	10363	146	388	0.00
46371_1#347	1874	502	173	80	33	25	6201943	5737236	4958547	4301299	3667451	3403507	765	336979	5920971	39.69	76254	8758	18	95	0.00
46371_1#329	457	384	139	78	24	13	4212583	4187597	3550249	3131104	2299346	1921545	402	477847	4200386	39.34	34485	9800	18	80	0.00
46371_1#325	164	110	76	65	52	39	5841330	5817957	5734169	5646693	5419909	4916651	134	599010	5834826	39.67	126936	59956	14	30	0.00
46371_1#43	352	236	112	78	39	20	3813267	3779176	3472838	3227362	2630959	1947571	253	243040	3791023	40.52	53565	18555	20	49	0.00
46371_1#294	188	81	60	47	36	22	4090436	4056884	4005180	3909303	3724186	3250965	98	606205	4069867	40.44	141610	59005	7	19	0.00
46371_1#280	9513	3302	873	443	177	80	26649712	24184589	19021718	16082231	11959701	8526436	5326	535542	25706853	37.96	21809	4752	216	927	0.00
46321_1#300	53	15	12	10	9	8	1841788	1833276	1829574	1813516	1798160	1770420	18	505935	1835350	38.09	413925	169931	2	4	0.00
46371_1#283	2029	577	257	156	70	27	7882742	7239552	6527375	5800964	4390675	2927661	1137	580940	7635747	39.92	33079	11320	51	149	0.00
46371_1#224	8131	659	228	168	92	42	11281177	9121044	8348650	7924702	6616123	4900654	1662	415104	9803557	39.77	49848	18747	43	128	0.00
46371_1#46	8169	452	208	152	84	44	10771887	8897994	8421145	7995470	6900117	5487887	1103	555213	9329475	44.54	62268	24128	30	88	0.00
46371_1#34	136	78	61	51	38	23	4034632	4017715	3973981	3905343	3689657	3161357	86	590158	4023151	38.93	118345	56548	8	21	0.00
46371_1#56	1984	587	252	133	60	34	8105153	7658953	6853264	6002240	4919019	3982156	824	488421	7821376	40.81	54817	10851	33	120	0.00
46371_1#321	789	448	239	142	44	8	4580066	4452128	3939686	3222943	1738695	538343	544	136573	4519884	39.90	18098	8747	69	160	0.00
46371_1#330	1392	749	165	47	15	13	5013309	4641179	3355868	2543610	2091090	2014519	1156	627137	4955728	38.70	10825	3495	41	254	0.00
46371_1#296	1195	411	191	103	48	24	6086072	5841506	5301925	4661988	3856884	3019420	547	354420	5939448	39.59	51912	11806	24	85	0.00
