filename	total_length	number	mean_length	longest	shortest	N_count	Gaps	N50	N50n	N70	N70n	N90	N90n
2cf919_contigs.fa	1912711	7	273244.43	671278	432	251	5	492790	2	459947	3	231272	4
2d0f2b_contigs.fa	1876757	10	187675.70	684175	1009	452	2	460789	2	352662	3	211185	4
2d3484_contigs.fa	1859611	10	185961.10	937200	605	136	2	937200	1	478321	2	110346	5
2d3da7_contigs.fa	1976108	20	98805.40	475301	327	462	5	295762	3	185806	5	133817	7
2d6854_contigs.fa	1856743	13	142826.38	1051409	476	540	2	1051409	1	363782	2	143581	4
2d7684_contigs.fa	1966409	6	327734.83	460698	4626	717	4	361920	3	358958	4	331855	5
2e278f_contigs.fa	1773323	9	197035.89	1028054	468	497	3	1028054	1	352974	2	105285	4
2e2be9_contigs.fa	1979420	23	86061.74	462337	467	352	2	347243	3	237509	4	136363	6
2e4a8d_contigs.fa	1853570	9	205952.22	1194138	541	494	3	1194138	1	310882	2	186731	3
2e6117_contigs.fa	1935048	5	387009.60	759230	138077	69	1	465173	2	352487	3	220081	4
2e78fc_contigs.fa	1947261	17	114544.76	662988	642	399	4	483564	2	362236	3	141583	5
2e8f6c_contigs.fa	1899326	19	99964.53	659855	445	1459	5	470918	2	358479	3	137012	5
2f17a6_contigs.fa	2293818	440	5213.22	118477	312	13237	42	39255	20	17954	35	1414	135
2f2997_contigs.fa	1943657	20	97182.85	454712	496	888	5	311888	3	194240	5	138085	7
2f5173_contigs.fa	1802936	10	180293.60	1041071	678	1	1	1041071	1	367251	2	118947	4
300445_contigs.fa	1816632	8	227079.00	1177980	454	382	1	1177980	1	337699	2	144088	3
30222a_contigs.fa	1904533	9	211614.78	811435	5381	196	6	467008	2	228091	3	138439	5
30320b_contigs.fa	1848319	16	115519.94	535559	565	325	1	481775	2	374083	3	95885	6
3100e4_contigs.fa	1853439	17	109025.82	646788	638	3	3	492484	2	164063	3	97288	6
311d5d_contigs.fa	1877511	6	312918.50	1151338	1231	455	4	1151338	1	358531	2	219420	3
311f24_contigs.fa	1899647	7	271378.14	510569	8306	223	4	461392	2	364627	3	198508	5
3143e2_contigs.fa	1891716	13	145516.62	872303	387	86	2	391965	2	182760	3	125755	5
31573e_contigs.fa	1934954	10	193495.40	501643	1549	384	5	359495	3	231900	4	220005	5
31be45_contigs.fa	1977674	35	56504.97	264070	490	81	4	124309	6	83420	10	35794	16
31cf2e_contigs.fa	1842917	21	87757.95	496465	393	74	1	203706	3	137135	5	61387	9
31f46c_contigs.fa	1879509	12	156625.75	447295	1318	509	5	358667	3	227898	4	133744	6
320424_contigs.fa	2000797	13	153907.46	751877	916	126	2	453668	2	362195	3	136900	5
3208d6_contigs.fa	1955696	21	93128.38	667438	302	466	6	486017	2	358400	3	149736	5
321852_contigs.fa	1817051	7	259578.71	1000498	28048	0	0	1000498	1	383746	2	101138	5
322d67_contigs.fa	1891748	7	270249.71	492472	369	222	3	470825	2	464080	3	228142	5
322db0_contigs.fa	2001587	31	64567.32	465684	303	948	3	242774	3	201546	5	64250	8
324204_contigs.fa	3815589	722	5284.75	59250	312	647	6	15135	69	7319	138	2115	314
32959f_contigs.fa	1941547	26	74674.88	457317	522	723	5	350460	3	220211	4	135750	6
32a735_contigs.fa	2002715	11	182065.00	1170880	452	409	4	1170880	1	385893	2	140123	4
32c659_contigs.fa	1933971	11	175815.55	688833	859	201	4	565969	2	468110	3	133958	4
32fcc0_contigs.fa	1888778	11	171707.09	513171	1349	156	4	467610	2	186678	4	134927	6
32fd1b_contigs.fa	1943061	10	194306.10	460403	2382	213	3	374412	3	301373	4	211264	5
32fdf0_contigs.fa	1959924	15	130661.60	746160	724	322	4	461216	2	350046	3	211111	4
332b39_contigs.fa	7638453	6688	1142.11	143767	126	6514	121	7801	144	847	980	344	4181
3343db_contigs.fa	2038636	14	145616.86	568985	300	409	3	479626	2	457750	3	138092	5
337e72_contigs.fa	2083065	17	122533.24	1180320	309	380	5	1180320	1	566271	2	160047	3
33ecf4_contigs.fa	1848437	17	108731.59	407964	513	816	2	217531	3	132316	5	64878	9
341ba9_contigs.fa	1797072	22	81685.09	497907	458	67	1	142744	3	133866	5	57814	9
344c52_contigs.fa	1910365	9	212262.78	1037550	885	0	0	1037550	1	424625	2	109944	4
347bf2_contigs.fa	1870459	16	116903.69	588651	510	764	2	273899	3	178931	4	123315	7
347c96_contigs.fa	1946777	10	194677.70	516364	686	492	5	480050	2	231816	4	182570	5
347e7d_contigs.fa	1844171	9	204907.89	663717	958	85	1	451397	2	348496	3	135670	5
34f477_contigs.fa	1944278	23	84533.83	902097	328	79	3	211508	2	137390	4	61243	8
351d7a_contigs.fa	2011223	35	57463.51	484683	308	1692	7	353755	3	210867	4	141495	6
351df8_contigs.fa	1874120	14	133865.71	466293	853	246	2	309541	3	211127	4	133917	7
353c68_contigs.fa	1975280	25	79011.20	1145022	318	149	4	1145022	1	352763	2	156562	4
35d304_contigs.fa	1875963	11	170542.09	658560	383	574	5	455501	2	348629	3	138385	5
35d872_contigs.fa	1926470	15	128431.33	600551	425	440	2	229669	3	182217	5	126855	7
35e186_contigs.fa	2034887	19	107099.32	486294	416	168	4	441096	3	195951	4	141376	6
35ef3b_contigs.fa	1894503	9	210500.33	676966	4335	1133	5	478167	2	358470	3	134653	5
36079f_contigs.fa	1903798	12	158649.83	597535	887	987	7	455797	2	350656	3	138379	5
361684_contigs.fa	2001145	10	200114.50	702302	3077	197	4	434905	2	362654	3	106155	5
361b70_contigs.fa	1873437	10	187343.70	595481	870	1	1	377835	2	204195	4	149580	6
3621bb_contigs.fa	1901525	6	316920.83	725371	8836	153	2	467675	2	353723	3	211254	4
364b66_contigs.fa	1927634	14	137688.14	467454	373	207	2	319249	3	222636	4	187733	6
364f2d_contigs.fa	1951298	8	243912.25	657527	5399	609	5	457378	2	376683	3	348756	4
36859d_contigs.fa	1860234	14	132873.86	457089	339	74	1	331581	3	176477	4	134635	7
36c8fd_contigs.fa	1827804	10	182780.40	984482	397	1	1	984482	1	428681	2	123298	4
36e51c_contigs.fa	1901687	10	190168.70	492624	5417	274	4	421908	3	421908	3	168238	5
36fa59_contigs.fa	8310165	7864	1056.74	165606	126	6653	118	3803	271	743	1433	335	5106
371017_contigs.fa	1853735	23	80597.17	406093	457	499	2	167182	3	109883	6	80377	10
371cb9_contigs.fa	1924286	19	101278.21	264604	610	69	1	159073	5	143838	8	82428	11
371ec4_contigs.fa	1787545	15	119169.67	508011	507	460	2	366965	3	366965	3	111647	6
3731d6_contigs.fa	1926523	9	214058.11	676478	615	358	3	357795	2	342456	3	168665	5
37322d_contigs.fa	1849813	5	369962.60	820290	8810	116	1	660707	2	660707	2	222963	3
377dda_contigs.fa	1985323	15	132354.87	459297	813	122	3	346302	3	332924	4	146239	6
378ef7_contigs.fa	1951290	9	216810.00	705496	2184	1236	6	460196	2	359884	3	137453	5
37b738_contigs.fa	1754370	10	175437.00	620768	747	67	1	391431	2	370416	3	111611	5
382e7e_contigs.fa	1851532	10	185153.20	744803	914	0	0	339816	2	288510	3	119158	6
3843d2_contigs.fa	1785903	9	198433.67	1136364	1057	142	2	1136364	1	333183	2	139013	3
3866a3_contigs.fa	1885802	4	471450.50	1146798	135299	682	6	1146798	1	358389	2	245316	3
386dcb_contigs.fa	1993453	19	104918.58	460210	397	412	3	347171	3	300330	4	136395	6
38c3ab_contigs.fa	1870762	15	124717.47	542437	348	70	1	303093	3	278672	4	103573	6
38cb6a_contigs.fa	1933562	13	148735.54	870306	404	149	3	465182	2	209724	3	143502	5
392bf0_contigs.fa	1912472	27	70832.30	459493	302	687	4	360570	3	228317	4	137309	6
393229_contigs.fa	1865692	21	88842.48	458761	638	826	4	360752	3	228314	4	138140	6
396222_contigs.fa	1909515	8	238689.38	655608	4892	137	2	462488	2	361062	3	136588	5
396cd6_contigs.fa	1807908	10	180790.80	1029255	460	721	3	1029255	1	377409	2	105180	4
397eb9_contigs.fa	1876170	10	187617.00	681953	897	225	2	457142	2	348266	3	230066	4
3988fe_contigs.fa	1923357	5	384671.40	1163387	346	427	6	1163387	1	360416	2	264306	3
398d18_contigs.fa	1928019	19	101474.68	498345	476	584	4	274217	3	126376	6	89947	9
3997f2_contigs.fa	1972268	20	98613.40	1145149	332	875	6	1145149	1	352473	2	156488	4
39a69e_contigs.fa	1856712	12	154726.00	558281	473	545	3	480425	2	423847	3	111087	5
3a1826_contigs.fa	1915543	12	159628.58	656241	763	0	0	522566	2	453260	3	138431	4
3a2079_contigs.fa	1930988	23	83956.00	264469	395	0	0	151844	5	98716	8	73886	13
3a24db_contigs.fa	1886146	15	125743.07	466852	361	338	2	307067	3	223166	4	169019	6
3a30be_contigs.fa	1833247	14	130946.21	539346	468	291	2	411163	2	157249	4	95541	8
3a478e_contigs.fa	2006959	22	91225.41	733130	320	342	2	195661	3	114850	5	38768	10
3a6e12_contigs.fa	1889418	5	377883.60	1172051	725	187	4	1172051	1	353248	2	229182	3
3a8f44_contigs.fa	1855193	10	185519.30	1194121	466	568	3	1194121	1	368033	2	186763	3
3aec21_contigs.fa	1834188	19	96536.21	699360	807	72	1	288416	2	115135	5	86506	8
3af4aa_contigs.fa	1914947	4	478736.75	1163296	134906	221	4	1163296	1	360376	2	256369	3
3b1f72_contigs.fa	1876905	7	268129.29	696484	1647	36	1	563818	2	455381	3	455381	3
3b61f8_contigs.fa	1971499	16	123218.69	460227	577	303	4	246084	3	220315	5	136038	7
3bbfd7_contigs.fa	1905006	6	317501.00	1144592	794	462	6	1144592	1	355120	2	264307	3
3c0b7c_contigs.fa	1867639	16	116727.44	643352	705	782	4	459647	2	360912	3	138141	5
3c2012_contigs.fa	1936559	24	80689.96	380216	974	74	5	159265	4	104911	7	57581	12
3c30c6_contigs.fa	1897392	19	99862.74	408430	603	549	1	224086	3	143266	5	66543	9
3c6976_contigs.fa	1874999	8	234374.88	821296	3861	105	1	468670	2	227970	3	133929	5
3cb84c_contigs.fa	1985850	17	116814.71	468826	672	295	6	355060	3	290835	4	133984	6
3cc39b_contigs.fa	3809391	888	4289.85	44314	301	406	2	10493	95	5638	197	1750	426
3ceab8_contigs.fa	1849174	13	142244.15	1014776	444	1	1	1014776	1	388672	2	114914	4
3d08c3_contigs.fa	2062006	67	30776.21	448986	300	384	3	232209	3	183482	5	63320	9
3d2cb1_contigs.fa	1816455	11	165132.27	609710	418	190	2	404472	2	198688	4	112333	6
3d4840_contigs.fa	1937846	11	176167.82	1163223	382	11	1	1163223	1	150913	3	126162	5
3d5cec_contigs.fa	1912737	8	239092.12	662981	442	281	7	459981	2	354802	3	138415	5
3d76e2_contigs.fa	1885583	7	269369.00	1425665	412	0	0	1425665	1	1425665	1	125289	3
3da7e3_contigs.fa	1875224	7	267889.14	688182	3722	141	2	457137	2	347076	3	238508	4
3de100_contigs.fa	1856141	14	132581.50	402857	927	49	1	291731	3	137962	5	100717	8
3deb7b_contigs.fa	1854864	15	123657.60	456181	693	126	3	366263	3	228325	4	211086	5
3e4252_contigs.fa	1905935	15	127062.33	688553	771	474	3	462878	2	357934	3	220148	4
3e7226_contigs.fa	1915497	9	212833.00	660521	576	304	4	454619	2	355131	3	268142	4
3ea8e7_contigs.fa	1935030	13	148848.46	459890	732	407	5	363183	3	319426	4	135075	6
3ee06f_contigs.fa	1994764	18	110820.22	405592	815	11	1	327436	3	147442	5	71639	8
3ee8fa_contigs.fa	1907480	8	238435.00	834594	331	248	3	360000	2	322390	3	238843	4
3ef9a8_contigs.fa	1900592	5	380118.40	701706	8834	218	3	586012	2	469012	3	469012	3
3f63c6_contigs.fa	1809843	16	113115.19	596044	383	74	1	438121	2	388008	3	106127	5
3f8d50_contigs.fa	1818454	8	227306.75	1032375	562	1	1	1032375	1	393015	2	125436	4
3f9f5a_contigs.fa	1985271	19	104487.95	1159434	568	1101	7	1159434	1	352467	2	156473	4
3fc2d8_contigs.fa	1875727	10	187572.70	681888	1204	98	1	452880	2	348034	3	230910	4
3fdbef_contigs.fa	1886499	15	125766.60	463179	545	52	3	352146	3	166493	4	94903	7
3fff03_contigs.fa	1832059	15	122137.27	604781	445	481	4	369483	2	161723	4	110154	7
4044fd_contigs.fa	1854296	11	168572.36	432881	958	614	4	348575	3	232027	4	141297	6
409c57_contigs.fa	1813786	18	100765.89	513673	869	75	2	404904	2	145366	5	91376	8
413c2d_contigs.fa	1816829	10	181682.90	1035710	560	69	2	1035710	1	366403	2	132244	4
414273_contigs.fa	1855540	11	168685.45	1110612	476	763	3	1110612	1	352935	2	105311	4
4169a7_contigs.fa	1885446	20	94272.30	557443	355	693	4	173039	3	121624	5	62818	9
417049_contigs.fa	1876131	9	208459.00	580731	5144	70	1	455280	2	453252	3	140806	5
418b0f_contigs.fa	1959459	12	163288.25	1059584	1470	143	2	1059584	1	460857	2	133888	4
41d8f7_contigs.fa	3297909	1562	2111.34	42751	126	23444	47	4946	160	2498	345	902	810
41f4c5_contigs.fa	1800298	9	200033.11	631788	479	0	0	391597	2	366148	3	105667	5
41fe43_contigs.fa	1955408	20	97770.40	443384	346	234	4	246537	3	182494	5	89811	8
420d0b_contigs.fa	1826751	14	130482.21	643179	491	64	3	382830	2	319996	3	72691	6
421a49_contigs.fa	1987455	14	141961.07	471453	348	911	6	355135	3	302982	4	133950	6
42275b_contigs.fa	1898383	12	158198.58	658011	381	568	4	457517	2	348922	3	138538	5
422dd8_contigs.fa	1931847	7	275978.14	498784	556	166	3	396243	3	327244	4	220116	5
42dcdd_contigs.fa	1928207	4	482051.75	1211730	134310	289	5	1211730	1	352981	2	229186	3
42e53c_contigs.fa	1889433	17	111143.12	341764	466	567	3	252583	4	132699	6	66081	10
43c0b3_contigs.fa	1896994	8	237124.25	1081448	804	302	2	1081448	1	557409	2	104846	3
43dec6_contigs.fa	2194856	302	7267.74	821584	300	1295	10	463037	2	211380	4	4102	10
44319b_contigs.fa	1880767	12	156730.58	911782	345	191	2	423933	2	423933	2	117321	5
443e06_contigs.fa	1953329	10	195332.90	691716	816	165	3	468585	2	360395	3	136513	5
444048_contigs.fa	2075212	46	45113.30	885454	306	515	6	360337	2	310742	3	156379	5
447723_contigs.fa	1817823	15	121188.20	1012497	406	0	0	1012497	1	392657	2	115514	4
4492fd_contigs.fa	1824800	8	228100.00	1393014	667	69	1	1393014	1	1393014	1	119421	3
44a21f_contigs.fa	1936290	10	193629.00	455100	4334	71	1	348095	3	241645	4	136120	6
44b9ee_contigs.fa	1999036	26	76886.00	459456	621	561	4	360527	3	220288	4	137933	6
44d40d_contigs.fa	1945465	8	243183.12	659046	2543	76	2	472602	2	417759	3	222452	4
4526d5_contigs.fa	1916419	13	147416.85	1051732	380	150	3	1051732	1	454843	2	231388	3
454afe_contigs.fa	1781787	12	148482.25	989371	542	557	2	989371	1	323098	2	120418	4
45630d_contigs.fa	3718571	27	137724.85	619701	491	684	5	459104	4	333879	6	111743	10
45ad68_contigs.fa	1972842	14	140917.29	1160111	394	961	8	1160111	1	351493	2	137023	4
45be53_contigs.fa	1928646	24	80360.25	329869	531	11	1	151946	5	102210	8	76401	12
45e0af_contigs.fa	1945402	13	149646.31	656862	865	289	5	459318	2	348911	3	138500	5
4602f4_contigs.fa	1818734	8	227341.75	1060736	489	90	1	1060736	1	384637	2	125453	4
4611f4_contigs.fa	1872817	12	156068.08	622843	429	541	2	420898	2	337911	3	130443	6
461c90_contigs.fa	1917172	3	639057.33	1525754	134754	733	8	1525754	1	1525754	1	256664	2
4623a8_contigs.fa	1833505	11	166682.27	1058421	576	0	0	1058421	1	363833	2	123697	4
463fd8_contigs.fa	1943942	25	77757.68	461841	738	567	2	271080	3	180384	5	138613	7
46530f_contigs.fa	1923972	15	128264.80	682570	569	1171	5	460463	2	360077	3	135894	5
46b87c_contigs.fa	1910956	8	238869.50	726823	4234	252	2	464152	2	348055	3	222688	4
46da76_contigs.fa	1843302	13	141792.46	526586	928	110	2	472640	2	351097	3	115112	6
46e7ef_contigs.fa	1835608	4	458902.00	1018570	134982	293	4	1018570	1	470830	2	211226	3
4731a9_contigs.fa	1914191	13	147245.46	1007877	537	509	1	1007877	1	380149	2	115724	5
4771f2_contigs.fa	1987611	12	165634.25	823395	1827	186	4	355682	2	308593	3	137151	5
482903_contigs.fa	1852297	13	142484.38	458078	1443	159	2	360393	3	229275	4	211452	5
486335_contigs.fa	8290928	7790	1064.30	164292	126	7546	170	4621	228	743	1406	336	5040
4864ac_contigs.fa	1996185	21	95056.43	463239	1064	90	2	353077	3	219101	4	62781	7
488509_contigs.fa	1927760	14	137697.14	994924	603	764	2	994924	1	371773	2	123024	5
488e03_contigs.fa	9472349	9880	958.74	120050	126	6591	186	1783	484	635	2481	338	6754
4892f2_contigs.fa	1803468	11	163951.64	806749	761	1	1	371714	2	184529	3	105680	5
48b3b3_contigs.fa	1884110	9	209345.56	812538	3595	79	3	682386	2	682386	2	211281	3
48c361_contigs.fa	1962848	20	98142.40	621421	658	0	0	364167	2	135774	4	116423	7
48fb57_contigs.fa	1856600	12	154716.67	452822	441	219	2	349886	3	232302	4	225945	5
4907f9_contigs.fa	1865881	19	98204.26	643623	638	464	5	458203	2	360901	3	138152	5
49210c_contigs.fa	1869044	9	207671.56	1118612	518	72	1	1118612	1	398118	2	113461	4
49257b_contigs.fa	1830041	10	183004.10	473599	573	145	2	349719	3	228838	4	135531	6
49536d_contigs.fa	1947202	6	324533.67	539632	135916	424	3	469129	2	229550	4	220019	5
4979fb_contigs.fa	1909577	5	381915.40	1145138	4566	245	4	1145138	1	360429	2	264366	3
498d1f_contigs.fa	1872965	10	187296.50	909253	573	209	3	355454	2	227896	3	135624	5
499eec_contigs.fa	1970055	16	123128.44	754425	509	214	3	470527	2	357824	3	211247	4
49b7ec_contigs.fa	2035562	18	113086.78	1102100	578	169	3	1102100	1	427956	2	151617	4
49d933_contigs.fa	1851277	6	308546.17	820366	3832	357	2	660197	2	660197	2	220043	3
4a282c_contigs.fa	1882678	10	188267.80	681583	3586	132	2	459345	2	352669	3	211203	4
4a2873_contigs.fa	1889033	20	94451.65	495676	417	142	3	189226	3	133441	5	87635	9
4a39a3_contigs.fa	1945213	13	149631.77	459532	922	408	3	354898	3	228137	4	133922	6
4a8015_contigs.fa	1894759	10	189475.90	479338	559	216	4	349556	3	292892	4	174114	5
4a8e6d_contigs.fa	1881570	13	144736.15	443764	3814	102	1	354793	3	227991	4	77600	7
4ac007_contigs.fa	1900662	5	380132.40	731088	4619	159	3	487610	2	466227	3	211118	4
4afde4_contigs.fa	1817985	8	227248.12	999172	1606	0	0	999172	1	381887	2	101083	5
4b1baa_contigs.fa	1887059	8	235882.38	467309	5037	116	2	325885	3	222846	4	186582	6
4b4698_contigs.fa	1820268	15	121351.20	530928	462	685	3	401566	2	127145	5	97322	8
4b9242_contigs.fa	1820339	21	86682.81	388394	396	552	3	159245	4	141667	6	62257	10
4bcb02_contigs.fa	1890820	11	171892.73	512222	359	490	3	352106	3	168147	4	134350	6
4bef58_contigs.fa	1832094	9	203566.00	575639	752	392	2	423302	2	408068	3	111540	5
4c1169_contigs.fa	1970930	15	131395.33	1142589	905	1156	5	1142589	1	352446	2	156464	4
4c2933_contigs.fa	1907800	4	476950.00	816720	138114	163	4	732750	2	732750	2	220216	3
4c3628_contigs.fa	1880160	19	98955.79	990000	328	92	1	990000	1	337245	2	119168	5
4ce146_contigs.fa	1993251	10	199325.10	1057754	1116	246	5	1057754	1	461918	2	136557	4
4cfba0_contigs.fa	1899565	9	211062.78	681428	4335	579	5	478877	2	358414	3	134635	5
4d30d1_contigs.fa	1913244	10	191324.40	658932	2941	41	3	526122	2	465161	3	136306	4
4dca0f_contigs.fa	1871266	18	103959.22	458931	564	147	2	227268	3	169681	5	133986	7
4dce33_contigs.fa	1867569	7	266795.57	824499	5556	177	4	643984	2	643984	2	223105	3
4ddfb3_contigs.fa	2482380	24	103432.50	487362	364	214	3	379491	3	211187	5	83124	9
4de48c_contigs.fa	1906124	20	95306.20	557099	379	489	2	293239	3	137551	4	66921	8
4e0f4a_contigs.fa	3785746	175	21632.83	154422	390	985	14	47438	25	32836	44	12351	79
4e7f50_contigs.fa	1994441	12	166203.42	541358	413	430	3	511357	2	456034	3	137740	5
4e81b2_contigs.fa	1912622	8	239077.75	728190	4344	76	2	464257	2	348076	3	222699	4
4e9ec9_contigs.fa	2007269	21	95584.24	454806	548	84	2	292756	3	220034	5	136108	7
4ee340_contigs.fa	1915387	5	383077.40	1159077	4558	290	4	1159077	1	355149	2	261529	3
4f6113_contigs.fa	1874143	14	133867.36	466045	683	58	1	305594	3	211145	4	133945	7
4f980b_contigs.fa	1824293	7	260613.29	650477	4334	75	1	454571	2	348169	3	226065	4
4f9851_contigs.fa	1876207	9	208467.44	684361	3931	74	1	563592	2	455286	3	455286	3
502391_contigs.fa	1931683	5	386336.60	1189218	4567	443	4	1189218	1	357287	2	245303	3
5025aa_contigs.fa	1833655	15	122243.67	897905	582	1184	5	217230	2	182698	3	115946	6
502e72_contigs.fa	1815197	5	363039.40	1115157	5733	114	1	1115157	1	348107	2	211071	3
506e40_contigs.fa	2005169	9	222796.56	1162886	4830	128	4	1162886	1	378826	2	134475	4
5080e5_contigs.fa	1927818	8	240977.25	869842	586	685	3	357788	2	318680	3	239055	4
50c59f_contigs.fa	1854948	14	132496.29	660716	460	769	3	376698	2	269909	3	97917	6
50d3f4_contigs.fa	2022906	21	96328.86	462068	906	423	5	247418	3	226115	5	135661	7
510d79_contigs.fa	1849078	15	123271.87	455629	699	207	3	360824	3	228333	4	211411	5
510edb_contigs.fa	1814658	4	453664.50	886844	135132	66	1	581640	2	581640	2	211042	3
511074_contigs.fa	1887465	12	157288.75	937109	362	187	1	426262	2	426262	2	117210	5
515cce_contigs.fa	1839823	8	229977.88	477921	11620	229	3	355310	3	228122	4	137024	6
516366_contigs.fa	10646120	11584	919.04	88849	126	11629	136	2035	836	594	2919	329	8015
51655c_contigs.fa	1889139	10	188913.90	873911	450	69	2	391215	2	217924	3	126092	5
518b18_contigs.fa	1927027	18	107057.06	488173	421	157	2	232402	3	223447	4	173574	6
518dd6_contigs.fa	1931022	13	148540.15	690861	330	716	4	462685	2	349385	3	136594	5
519061_contigs.fa	1879876	14	134276.86	675356	334	704	4	462023	2	359665	3	211140	4
51a270_contigs.fa	1925600	13	148123.08	455688	408	101	2	228042	3	221404	5	133688	7
526ff2_contigs.fa	1827178	9	203019.78	649740	706	285	2	467266	2	349051	3	211051	4
527b8a_contigs.fa	2003894	12	166991.17	859038	515	182	4	385536	2	311773	3	262541	4
5285d1_contigs.fa	1845363	14	131811.64	818237	718	0	0	366914	2	208685	3	129425	5
52d8bc_contigs.fa	1940383	16	121273.94	454056	942	753	4	361294	3	307256	4	136982	6
52ecdb_contigs.fa	1843400	18	102411.11	581620	401	257	2	448588	2	144458	4	136978	6
53a0d7_contigs.fa	1851284	7	264469.14	1164814	443	76	1	1164814	1	393454	2	138348	3
53aabc_contigs.fa	1825541	22	82979.14	495216	438	428	1	448339	2	359437	3	90766	6
53b41c_contigs.fa	1856710	11	168791.82	641742	467	12	2	350813	2	144490	4	119220	6
53d1ad_contigs.fa	1942572	7	277510.29	758536	2516	1	1	453142	2	361346	3	220140	4
53e90c_contigs.fa	8065600	7492	1076.56	110902	126	9713	121	5035	230	762	1297	337	4806
54aba3_contigs.fa	1946269	22	88466.77	1138594	317	271	3	1138594	1	355029	2	132197	4
54b609_contigs.fa	1827653	4	456913.25	1116383	135267	64	1	1116383	1	353515	2	222488	3
54c837_contigs.fa	1917427	22	87155.77	467029	304	611	4	321562	3	208142	4	134670	7
54da5f_contigs.fa	1849027	6	308171.17	820727	3797	55	1	656283	2	656283	2	222362	3
54e7bd_contigs.fa	1932986	25	77319.44	459891	566	409	2	270687	3	171556	5	138613	7
552321_contigs.fa	1890985	17	111234.41	684636	507	231	3	461675	2	348771	3	135287	5
557bbc_contigs.fa	1960758	12	163396.50	1207903	499	2	2	1207903	1	337755	2	101599	4
